age_Ma,Atlantic,Pacific,Southern
63.5,1.273701077,0.922348268,1.00578
63.6,1.270843992,0.946937132,1.0852125
63.7,1.269740498,0.96820518,1.1523775
63.8,1.270299131,0.987581771,1.2011875
63.9,1.272375452,1.00405685,1.258418333
64,1.275795719,1.016827393,1.340395556
64.1,1.281315584,1.02624139,1.376903333
64.2,1.283861496,1.034014941,1.412015
64.3,1.294459367,1.040332139,1.425638
64.4,1.298388997,1.047357673,1.440489
64.5,1.321377207,1.055152215,1.444354
64.6,1.351748685,1.066237694,1.444495455
64.7,1.400306233,1.078974202,1.44747
64.8,1.454092208,1.093505614,1.467817
64.9,1.523868952,1.108257181,1.476024
65,1.600909755,1.124908468,1.491339
65.1,1.685856884,1.14456698,1.501435
65.2,1.735536923,1.167918423,1.517994
65.3,1.777799871,1.194228262,1.516765455
65.4,1.82416617,1.223672746,1.527784545
65.5,1.83615607,1.254728337,1.516918182
65.6,1.841901698,1.283621962,1.510552
65.7,1.842703735,1.311784697,1.493294444
65.8,1.834073748,1.331407773,1.484936
65.9,1.817449898,1.341098994,1.479777143
66,1.790940697,1.34224081,1.4423375
66.1,1.752903241,1.336074827,1.3940925
66.2,1.703972889,1.3137548,1.359663333
66.3,1.654108772,1.292336426,1.330226667
66.4,1.612443348,1.264688392,1.306253333
66.5,1.582834623,1.235177255,1.284263333
66.6,1.563422063,1.207974173,1.244373333
66.7,1.569992389,1.189117628,1.22722
66.8,1.582216463,1.176051427,1.19965
66.9,1.594137026,1.154475797,1.179978
67,1.605649016,1.138773319,1.159302
