age_Ma,loess_d13C,loess_d18O,loess_long_d13C,loess_long_d18O
50.330,0.656,-0.466,0.68391037,-0.36419144
50.335,0.633,-0.396,0.68438268,-0.36363724
50.340,0.601,-0.340,0.68490309,-0.36301854
50.345,0.677,-0.306,0.68545943,-0.36234695
50.350,0.581,-0.331,0.68603939,-0.36163399
50.355,0.373,-0.452,0.68663085,-0.36089122
50.360,0.196,-0.578,0.68722141,-0.36013019
50.365,0.086,-0.606,0.68779898,-0.35936251
50.370,0.108,-0.692,0.68835121,-0.35859969
50.375,0.563,-0.405,0.68886596,-0.35785332
50.380,0.610,-0.398,0.689331,-0.35713494
50.385,0.596,-0.356,0.68973398,-0.35645613
50.390,0.613,-0.371,0.69006276,-0.3558284
50.395,0.538,-0.526,0.69030511,-0.35526338
50.400,0.511,-0.516,0.69044876,-0.35477257
50.405,0.573,-0.426,0.69048142,-0.35436755
50.410,0.652,-0.388,0.690391,-0.35405988
50.415,0.717,-0.355,0.6901651,-0.35386112
50.420,0.755,-0.322,0.68979162,-0.35378283
50.425,0.781,-0.272,0.68925828,-0.3538366
50.430,0.769,-0.255,0.68855286,-0.35403392
50.435,0.729,-0.272,0.68766302,-0.35438639
50.440,0.679,-0.359,0.68657666,-0.35490558
50.445,0.646,-0.401,0.68519223,-0.35563612
50.450,0.674,-0.351,0.68343645,-0.35660231
50.455,0.642,-0.297,0.68133914,-0.35778517
50.460,0.530,-0.335,0.67893022,-0.35916576
50.465,0.459,-0.411,0.67623973,-0.3607251
50.470,0.421,-0.502,0.67329746,-0.36244425
50.475,0.363,-0.584,0.67013341,-0.36430421
50.480,0.406,-0.540,0.66677743,-0.36628607
50.485,0.428,-0.443,0.66325951,-0.36837083
50.490,0.218,-0.588,0.6596095,-0.37053955
50.495,0.147,-0.678,0.65585732,-0.37277326
50.500,0.037,-0.842,0.65203297,-0.37505299
50.505,0.244,-0.751,0.6481663,-0.37735978
50.510,0.532,-0.620,0.64428729,-0.37967467
50.515,0.786,-0.475,0.64042574,-0.38197869
50.520,0.729,-0.421,0.6366117,-0.38425291
50.525,0.936,-0.261,0.63287503,-0.38647833
50.530,1.064,-0.154,0.62924564,-0.38863599
50.535,0.892,-0.261,0.62575346,-0.39070699
50.540,0.728,-0.399,0.62242836,-0.39267227
50.545,0.773,-0.418,0.61930037,-0.39451295
50.550,0.956,-0.238,0.61639935,-0.39621001
50.555,0.983,-0.214,0.61375517,-0.39774454
50.560,0.949,-0.246,0.6113978,-0.39909753
50.565,0.891,-0.290,0.60935718,-0.40025005
50.570,0.852,-0.242,0.60739708,-0.4013969
50.575,0.831,-0.168,0.60527158,-0.40273425
50.580,0.734,-0.242,0.60299575,-0.4042449
50.585,0.594,-0.359,0.60058481,-0.4059118
50.590,0.603,-0.379,0.59805387,-0.40771785
50.595,0.629,-0.398,0.5954181,-0.40964592
50.600,0.561,-0.457,0.59269267,-0.41167891
50.605,0.678,-0.444,0.5898928,-0.4137997
50.610,0.841,-0.359,0.58703357,-0.41599125
50.615,0.921,-0.169,0.58413011,-0.41823637
50.620,0.977,-0.113,0.58119768,-0.42051804
50.625,0.916,-0.184,0.57825136,-0.42281908
50.630,0.729,-0.281,0.57530636,-0.42512244
50.635,0.689,-0.219,0.57237774,-0.42741096
50.640,0.591,-0.250,0.56948084,-0.42966762
50.645,0.534,-0.336,0.5666306,-0.43187523
50.650,0.544,-0.344,0.56384236,-0.43401673
50.655,0.526,-0.298,0.56113118,-0.436075
50.660,0.493,-0.280,0.55851227,-0.43803295
50.665,0.450,-0.418,0.55600077,-0.43987349
50.670,0.231,-0.621,0.55361181,-0.44157946
50.675,0.088,-0.772,0.55136061,-0.4431338
50.680,0.328,-0.678,0.54926223,-0.4445194
50.685,0.532,-0.451,0.54733193,-0.44571915
50.690,0.717,-0.200,0.5455848,-0.44671598
50.695,0.970,-0.300,0.54403603,-0.44749272
50.700,0.944,-0.296,0.54264796,-0.44818029
50.705,0.842,-0.286,0.54136693,-0.44891694
50.710,0.853,-0.289,0.5401842,-0.4496966
50.715,0.882,-0.284,0.53909117,-0.45051315
50.720,0.862,-0.299,0.53807908,-0.45136052
50.725,0.836,-0.275,0.5371393,-0.45223266
50.730,0.827,-0.212,0.53626299,-0.45312342
50.735,0.773,-0.293,0.53544152,-0.45402676
50.740,0.639,-0.479,0.53466618,-0.45493659
50.745,0.504,-0.503,0.53392828,-0.45584682
50.750,0.360,-0.518,0.5332191,-0.45675135
50.755,0.234,-0.551,0.53252995,-0.4576441
50.760,0.169,-0.650,0.53185213,-0.45851901
50.765,0.126,-0.707,0.53117687,-0.45936996
50.770,0.141,-0.710,0.53049558,-0.46019089
50.775,0.288,-0.610,0.52979946,-0.46097574
50.780,0.481,-0.474,0.52907991,-0.46171835
50.785,0.678,-0.374,0.52832812,-0.46241269
50.790,0.812,-0.337,0.52753544,-0.46305266
50.795,0.742,-0.369,0.52669311,-0.4636322
50.800,0.606,-0.456,0.52579254,-0.46414518
50.805,0.524,-0.528,0.52482492,-0.46458554
50.810,0.552,-0.372,0.5237816,-0.46494719
50.815,0.485,-0.408,0.52265382,-0.46522406
50.820,0.470,-0.451,0.52143294,-0.46541005
50.825,0.413,-0.546,0.52011025,-0.46549907
50.830,0.364,-0.549,0.51881456,-0.4654879
50.835,0.344,-0.546,0.51767063,-0.46538183
50.840,0.256,-0.522,0.51666367,-0.46518755
50.845,0.163,-0.510,0.51577878,-0.46491176
50.850,0.065,-0.648,0.51500124,-0.46456113
50.855,-0.066,-0.815,0.5143162,-0.46414241
50.860,-0.186,-0.925,0.51370883,-0.46366221
50.865,-0.247,-1.041,0.5131644,-0.46312729
50.870,-0.182,-1.056,0.51266795,-0.46254429
50.875,-0.128,-0.894,0.51220477,-0.46191993
50.880,-0.025,-0.912,0.51176,-0.46126091
50.885,0.112,-0.908,0.51131886,-0.46057391
50.890,0.304,-0.657,0.51086652,-0.45986566
50.895,0.476,-0.535,0.51038814,-0.45914277
50.900,0.530,-0.523,0.50986898,-0.45841202
50.905,0.601,-0.517,0.50929415,-0.45768005
50.910,0.663,-0.465,0.50864881,-0.45695359
50.915,0.646,-0.331,0.50791824,-0.45623928
50.920,0.615,-0.291,0.50708759,-0.45554388
50.925,0.593,-0.398,0.50614202,-0.45487401
50.930,0.527,-0.412,0.50506675,-0.45423642
50.935,0.476,-0.437,0.50384688,-0.45363778
50.940,0.541,-0.398,0.50246775,-0.4530848
50.945,0.452,-0.445,0.50091439,-0.45258415
50.950,0.345,-0.472,0.49917206,-0.45214251
50.955,0.371,-0.455,0.49722594,-0.45176661
50.960,0.253,-0.563,0.49536884,-0.45126864
50.965,0.223,-0.596,0.49388027,-0.45047307
50.970,0.260,-0.596,0.49272552,-0.44940481
50.975,0.210,-0.705,0.49186993,-0.44808885
50.980,0.212,-0.759,0.4912788,-0.44655013
50.985,0.347,-0.647,0.49091741,-0.44481361
50.990,0.655,-0.442,0.49075106,-0.44290429
50.995,0.860,-0.253,0.49074507,-0.4408471
51.000,0.896,-0.144,0.49086472,-0.43866697
51.005,0.665,-0.401,0.49107534,-0.43638894
51.010,0.598,-0.447,0.49134222,-0.43403789
51.015,0.582,-0.437,0.49163067,-0.43163887
51.020,0.695,-0.328,0.49190599,-0.42921674
51.025,0.715,-0.265,0.49213344,-0.42679656
51.030,0.739,-0.197,0.4922784,-0.42440322
51.035,0.793,-0.200,0.49230611,-0.42206171
51.040,0.787,-0.172,0.4921819,-0.41979697
51.045,0.704,-0.144,0.49187106,-0.41763401
51.050,0.614,-0.252,0.49133888,-0.41559774
51.055,0.597,-0.287,0.49055073,-0.41371316
51.060,0.722,-0.226,0.48947182,-0.41200522
51.065,0.851,-0.134,0.48806751,-0.41049886
51.070,0.797,-0.223,0.48630309,-0.40921906
51.075,0.851,-0.161,0.48414385,-0.40819079
51.080,0.903,-0.111,0.4815551,-0.40743899
51.085,0.846,-0.132,0.47850215,-0.40698862
51.090,0.755,-0.243,0.47522023,-0.40658319
51.095,0.669,-0.338,0.47196293,-0.40596282
51.100,0.665,-0.308,0.46872288,-0.40514749
51.105,0.627,-0.264,0.46549278,-0.40415719
51.110,0.537,-0.435,0.4622654,-0.40301186
51.115,0.459,-0.653,0.45903337,-0.40173152
51.120,0.442,-0.542,0.45578945,-0.40033615
51.125,0.357,-0.534,0.4525263,-0.39884567
51.130,0.308,-0.551,0.4492366,-0.39728013
51.135,0.329,-0.588,0.44591314,-0.39565942
51.140,0.331,-0.602,0.44254851,-0.3940036
51.145,0.428,-0.524,0.43913549,-0.39233258
51.150,0.433,-0.389,0.43566674,-0.3906664
51.155,0.439,-0.492,0.43213499,-0.38902497
51.160,0.497,-0.507,0.42853293,-0.38742831
51.165,0.489,-0.374,0.42485324,-0.38589638
51.170,0.506,-0.282,0.42108867,-0.38444915
51.175,0.524,-0.315,0.41723186,-0.38310662
51.180,0.416,-0.343,0.41327554,-0.38188875
51.185,0.230,-0.439,0.40921244,-0.38081554
51.190,0.343,-0.416,0.4050352,-0.37990689
51.195,0.500,-0.323,0.40073657,-0.37918288
51.200,0.384,-0.499,0.39630923,-0.37866342
51.205,0.477,-0.349,0.3917459,-0.3783685
51.210,0.531,-0.211,0.38703924,-0.3783181
51.215,0.521,-0.228,0.382182,-0.37853217
51.220,0.443,-0.149,0.37689331,-0.37904185
51.225,0.302,-0.173,0.3709324,-0.3798497
51.230,0.183,-0.401,0.36435205,-0.38093317
51.235,0.111,-0.542,0.35720497,-0.38226953
51.240,0.157,-0.445,0.34954399,-0.38383615
51.245,0.268,-0.304,0.34142184,-0.3856104
51.250,0.346,-0.117,0.33289129,-0.38756964
51.255,0.183,-0.301,0.3240051,-0.38969117
51.260,0.092,-0.456,0.31481603,-0.3919524
51.265,0.257,-0.496,0.30537686,-0.39433065
51.270,0.118,-0.507,0.29574037,-0.39680326
51.275,0.042,-0.442,0.28595927,-0.39934757
51.280,0.367,-0.152,0.27608636,-0.401941
51.285,0.482,-0.100,0.26617441,-0.40456083
51.290,0.467,-0.241,0.25627616,-0.40718442
51.295,0.509,-0.267,0.24644439,-0.40978914
51.300,0.593,-0.169,0.23673186,-0.41235235
51.305,0.628,-0.172,0.22719134,-0.4148514
51.310,0.576,-0.227,0.2178756,-0.4172636
51.315,0.477,-0.204,0.20883738,-0.4195663
51.320,0.266,-0.382,0.20012946,-0.42173693
51.325,0.186,-0.450,0.19180462,-0.42375275
51.330,0.477,-0.118,0.18391559,-0.42559117
51.335,0.423,-0.152,0.17651516,-0.42722949
51.340,0.283,-0.294,0.16965608,-0.4286451
51.345,0.201,-0.387,0.16339113,-0.42981535
51.350,0.119,-0.480,0.15711644,-0.43105665
51.355,0.036,-0.572,0.1502286,-0.43267897
51.360,-0.082,-0.685,0.14278103,-0.43465
51.365,-0.129,-0.758,0.13482718,-0.43693739
51.370,-0.006,-0.715,0.12642047,-0.4395088
51.375,0.098,-0.619,0.11761431,-0.44233185
51.380,0.112,-0.500,0.10846215,-0.44537422
51.385,0.065,-0.469,0.099017419,-0.44860357
51.390,0.035,-0.537,0.089333542,-0.45198756
51.395,0.039,-0.602,0.079463944,-0.45549387
51.400,0.119,-0.524,0.069462061,-0.45909008
51.405,0.243,-0.353,0.059381317,-0.46274394
51.410,0.309,-0.232,0.049275141,-0.46642303
51.415,0.168,-0.256,0.039196968,-0.47009507
51.420,-0.027,-0.369,0.029200219,-0.4737277
51.425,-0.102,-0.473,0.019338328,-0.47728854
51.430,-0.222,-0.525,0.009664725,-0.48074529
51.435,-0.245,-0.557,0.000232836,-0.48406556
51.440,-0.108,-0.607,-0.008903908,-0.48721707
51.445,-0.205,-0.663,-0.017692078,-0.49016741
51.450,-0.135,-0.559,-0.026078247,-0.49288431
51.455,-0.117,-0.500,-0.034008984,-0.49533537
51.460,-0.320,-0.755,-0.041430857,-0.49748826
51.465,-0.231,-0.702,-0.048290443,-0.49931064
51.470,-0.066,-0.571,-0.054534309,-0.50077021
51.475,0.036,-0.512,-0.060109023,-0.50183451
51.480,0.080,-0.456,-0.06546291,-0.502783
51.485,0.056,-0.395,-0.071059845,-0.50390381
51.490,-0.034,-0.420,-0.076869763,-0.50517786
51.495,-0.152,-0.523,-0.082862601,-0.50658619
51.500,-0.153,-0.539,-0.089008279,-0.50810975
51.505,-0.107,-0.518,-0.095276736,-0.5097295
51.510,-0.105,-0.535,-0.10163789,-0.51142633
51.515,-0.089,-0.459,-0.10806169,-0.51318133
51.520,-0.161,-0.433,-0.11451805,-0.51497537
51.525,-0.365,-0.438,-0.12097692,-0.51678944
51.530,-0.368,-0.453,-0.12740821,-0.51860452
51.535,-0.309,-0.477,-0.13378185,-0.5204016
51.540,-0.275,-0.504,-0.14006779,-0.52216154
51.545,-0.547,-0.585,-0.14623594,-0.52386546
51.550,-0.908,-0.704,-0.15225625,-0.52549416
51.555,-0.532,-0.738,-0.15809862,-0.52702874
51.560,-0.486,-0.762,-0.16373302,-0.52845007
51.565,-0.535,-0.783,-0.16912936,-0.52973914
51.570,-0.536,-0.806,-0.17425756,-0.53087693
51.575,-0.396,-0.773,-0.17908758,-0.53184444
51.580,-0.166,-0.690,-0.18358931,-0.53262252
51.585,-0.178,-0.676,-0.18773271,-0.53319228
51.590,-0.121,-0.586,-0.19148771,-0.53353459
51.595,-0.090,-0.457,-0.19482423,-0.53363037
51.600,-0.315,-0.475,-0.19771221,-0.53346074
51.605,-0.100,-0.403,-0.20030621,-0.53312409
51.610,0.117,-0.344,-0.20278043,-0.53273135
51.615,0.006,-0.426,-0.20513429,-0.53228205
51.620,-0.376,-0.636,-0.20736715,-0.53177583
51.625,-0.621,-0.753,-0.20947844,-0.53121221
51.630,-0.499,-0.710,-0.21146755,-0.53059065
51.635,-0.240,-0.625,-0.21333385,-0.5299108
51.640,-0.195,-0.555,-0.21507674,-0.52917218
51.645,-0.002,-0.412,-0.21669565,-0.52837431
51.650,0.045,-0.391,-0.21818994,-0.52751684
51.655,0.139,-0.573,-0.219559,-0.52659923
51.660,0.100,-0.687,-0.22080226,-0.52562106
51.665,-0.382,-0.394,-0.22191907,-0.52458185
51.670,-0.354,-0.580,-0.22290887,-0.52348119
51.675,-0.254,-0.726,-0.22377104,-0.52231866
51.680,-0.377,-0.727,-0.22450495,-0.52109379
51.685,-0.423,-0.682,-0.22511002,-0.51980609
51.690,-0.161,-0.521,-0.22558564,-0.51845509
51.695,0.075,-0.425,-0.2259312,-0.51704049
51.700,0.157,-0.425,-0.2261461,-0.5155617
51.705,0.098,-0.441,-0.22622973,-0.5140183
51.710,0.007,-0.454,-0.22618149,-0.51240987
51.715,-0.392,-0.613,-0.22600077,-0.51073593
51.720,-0.210,-0.585,-0.22568697,-0.50899613
51.725,0.086,-0.483,-0.22523949,-0.50718987
51.730,0.141,-0.349,-0.2246577,-0.50531679
51.735,-0.008,-0.399,-0.22364655,-0.50318289
51.740,0.032,-0.378,-0.22194503,-0.50061625
51.745,0.065,-0.354,-0.21960364,-0.49764991
51.750,-0.145,-0.466,-0.21667291,-0.49431667
51.755,-0.350,-0.575,-0.21320331,-0.4906494
51.760,-0.423,-0.591,-0.20924537,-0.48668104
51.765,-0.216,-0.457,-0.2048496,-0.48244444
51.770,-0.205,-0.435,-2.00E-01,-0.47797248
51.775,-0.340,-0.475,-0.19494654,-0.47329807
51.780,-0.177,-0.305,-0.18954028,-0.46845409
51.785,-0.108,-0.469,-0.1838982,-0.46347341
51.790,-0.057,-0.578,-0.17807081,-0.45838892
51.795,0.032,-0.191,-0.17210861,-0.45323354
51.800,-0.021,-0.254,-0.16606212,-0.44804013
51.805,-0.025,-0.293,-0.15998183,-0.44284156
51.810,-0.236,-0.315,-0.15391825,-0.43767074
51.815,-0.471,-0.395,-0.1479219,-0.43256056
51.820,-0.343,-0.398,-0.14204328,-0.42754388
51.825,-0.185,-0.398,-0.13633288,-0.42265359
51.830,-0.312,-0.458,-0.13084121,-0.41792259
51.835,-0.369,-0.427,-0.1256188,-0.41338378
51.840,-0.236,-0.284,-0.12071613,-0.40907001
51.845,0.065,-0.191,-0.11618371,-0.40501419
51.850,-0.091,-0.253,-0.11207206,-0.4012492
51.855,-0.206,-0.341,-0.10843167,-0.39780793
51.860,-0.141,-0.394,-0.10531306,-0.39472324
51.865,-0.177,-0.463,-0.10209472,-0.39156801
51.870,-0.214,-0.470,-0.098161817,-0.38792187
51.875,-0.226,-0.465,-0.093574852,-0.38382813
51.880,-0.260,-0.452,-0.088394322,-0.37933001
51.885,-0.217,-0.429,-0.082680725,-0.37447074
51.890,-0.079,-0.429,-0.07649456,-0.36929357
51.895,-0.058,-0.367,-0.069896325,-0.36384174
51.900,-0.032,-0.355,-0.062946528,-0.35815847
51.905,-0.019,-0.352,-0.055705655,-0.35228699
51.910,-0.045,-0.325,-0.048234213,-0.34627056
51.915,-0.122,-0.328,-0.0405927,-0.34015241
51.920,-0.215,-0.365,-0.032841615,-0.33397582
51.925,-0.186,-0.381,-0.025041454,-0.32778394
51.930,-0.174,-0.415,-0.017252717,-0.32162011
51.935,-0.198,-0.470,-0.009535903,-0.31552747
51.940,-0.247,-0.524,-0.001951512,-0.30954933
51.945,-0.287,-0.545,0.005439957,-0.30372888
51.950,-0.292,-0.494,0.012578007,-0.29810941
51.955,-0.294,-0.429,0.019402137,-0.29273412
51.960,-0.326,-0.412,0.025851849,-0.28764623
51.965,-0.438,-0.520,0.031866644,-0.28288904
51.970,-0.502,-0.625,0.037386023,-0.27850574
51.975,-0.343,-0.594,0.042349488,-0.27453959
51.980,-0.157,-0.542,0.04669654,-0.27103382
51.985,0.022,-0.440,0.050366677,-0.26803166
51.990,0.103,-0.298,0.053299405,-0.26557636
51.995,0.201,-0.180,0.055947773,-0.26335868
52.000,0.211,-0.167,0.058790974,-0.26104924
52.005,0.167,-0.264,0.0618077,-0.25866094
52.010,0.117,-0.345,0.064976655,-0.25620672
52.015,0.097,-0.379,0.068276547,-0.25369954
52.020,0.151,-0.342,0.071686059,-0.25115234
52.025,0.194,-0.201,0.075183906,-0.24857801
52.030,0.263,-0.158,0.078748778,-0.24598956
52.035,0.255,-0.184,0.082359388,-0.24339989
52.040,0.203,-0.201,0.085994422,-0.24082194
52.045,0.186,-0.209,0.089632586,-0.23826867
52.050,0.192,-0.237,0.093252584,-0.23575298
52.055,0.135,-0.226,0.09683311,-0.23328786
52.060,0.269,-0.087,0.10035287,-0.23088621
52.065,0.447,0.083,0.10379056,-0.22856098
52.070,0.463,0.084,0.10712488,-0.22632511
52.075,0.409,0.022,0.11033453,-0.22419155
52.080,0.420,0.036,0.11339822,-0.22217321
52.085,0.407,0.042,0.11629463,-0.22028308
52.090,0.218,-0.058,0.11900248,-0.21853404
52.095,0.333,0.007,0.12150045,-0.21693906
52.100,0.448,0.076,0.12376726,-0.21551108
52.105,0.426,0.063,0.12578161,-0.21426304
52.110,0.325,-0.072,0.12752219,-0.21320787
52.115,0.304,-0.140,0.12896769,-0.21235852
52.120,0.318,-0.129,0.13009684,-0.21172792
52.125,0.377,-0.068,0.1309761,-0.21135949
52.130,0.349,-0.091,0.13169195,-0.21127506
52.135,0.385,-0.223,0.13225313,-0.21145512
52.140,0.429,-0.350,0.13266832,-0.21188021
52.145,0.326,-0.454,0.13294622,-0.21253084
52.150,0.322,-0.469,0.13309556,-0.21338752
52.155,0.292,-0.103,0.13312505,-0.21443078
52.160,0.281,-0.094,0.13304339,-0.21564111
52.165,0.254,-0.202,0.13285927,-0.21699907
52.170,0.177,-0.116,0.13258143,-0.21848513
52.175,0.140,-0.205,0.13221855,-0.22007984
52.180,0.152,-0.284,0.13177936,-0.2217637
52.185,-0.003,-0.395,0.13127254,-0.22351724
52.190,0.019,-0.370,0.13070682,-0.22532095
52.195,0.177,-0.230,0.13009091,-0.22715537
52.200,0.308,-0.098,0.1294335,-0.22900102
52.205,0.345,-0.100,0.12874329,-0.2308384
52.210,0.343,-0.120,0.12802902,-0.23264804
52.215,0.300,-0.139,0.12729938,-0.23441045
52.220,0.118,-0.167,0.12656309,-0.23610614
52.225,0.025,-0.237,0.12582882,-0.23771563
52.230,-0.010,-0.248,0.12510532,-0.23921946
52.235,0.112,-0.100,0.12440128,-0.2405981
52.240,0.083,-0.194,0.1237254,-0.24183211
52.245,0.029,-0.262,0.1230864,-0.24290198
52.250,0.135,-0.219,0.12249298,-0.24378826
52.255,0.193,-0.184,0.12173589,-0.24474747
52.260,0.238,-0.152,0.12061676,-0.24603273
52.265,0.315,-0.062,0.11916076,-0.24761926
52.270,0.371,0.015,0.11739297,-0.24948233
52.275,0.345,-0.053,0.11533853,-0.2515972
52.280,0.315,-0.122,0.11302257,-0.25393912
52.285,0.304,-0.082,0.1104702,-0.25648335
52.290,0.283,-0.060,0.10770654,-0.25920513
52.295,0.233,-0.022,0.10475671,-0.26207972
52.300,0.232,-0.123,0.10164584,-0.26508239
52.305,0.243,-0.140,0.098399051,-0.26818842
52.310,0.252,-0.076,0.095041454,-0.271373
52.315,0.238,-0.027,0.091598175,-0.27461144
52.320,0.208,-0.054,0.088094339,-0.27787897
52.325,0.105,-0.118,0.08455506,-0.28115085
52.330,-0.022,-0.230,0.081005469,-0.28440234
52.335,-0.087,-0.306,0.077470683,-0.28760868
52.340,-0.179,-0.368,0.073975816,-0.29074517
52.345,-0.260,-0.436,0.070546001,-0.29378703
52.350,-0.103,-0.321,0.067206353,-0.29670951
52.355,-0.253,-0.498,0.063981995,-0.29948789
52.360,-0.395,-0.682,0.060898043,-0.30209741
52.365,-0.223,-0.582,0.057979628,-0.30451334
52.370,-0.182,-0.553,0.055251863,-0.30671093
52.375,-0.114,-0.489,0.052739874,-0.30866542
52.380,-0.070,-0.464,0.05046878,-0.31035209
52.385,-0.054,-0.425,0.048104368,-0.31203136
52.390,-0.057,-0.394,0.045318011,-0.3139663
52.395,0.062,-0.311,0.042143222,-0.316136
52.400,0.157,-0.253,0.038613498,-0.31851962
52.405,0.096,-0.298,0.034762353,-0.32109627
52.410,0.015,-0.330,0.030623293,-0.32384503
52.415,-0.053,-0.350,0.026229819,-0.32674506
52.420,-0.201,-0.381,0.021615444,-0.32977548
52.425,-0.220,-0.350,0.016813669,-0.3329154
52.430,-0.130,-0.415,0.011858006,-0.33614391
52.435,-0.208,-0.520,0.006781959,-0.3394402
52.440,-0.330,-0.615,0.001619033,-0.34278336
52.445,-0.415,-0.610,-0.003597263,-0.34615248
52.450,-0.468,-0.709,-0.008833424,-0.34952673
52.455,-0.470,-0.735,-0.014055942,-0.35288519
52.460,-0.424,-0.706,-0.019231312,-0.35620701
52.465,-0.375,-0.730,-0.024326026,-0.35947132
52.470,-0.329,-0.693,-0.029306579,-0.36265719
52.475,-0.240,-0.585,-0.034139462,-0.36574379
52.480,-0.040,-0.473,-0.038791172,-0.36871022
52.485,-0.031,-0.467,-0.043228198,-0.3715356
52.490,-0.030,-0.450,-0.047417037,-0.37419903
52.495,0.170,-0.330,-0.051324185,-0.37667969
52.500,0.139,-0.315,-0.054916129,-0.37895668
52.505,0.080,-0.290,-0.058159363,-0.38100907
52.510,0.020,-0.470,-0.061020382,-0.38281605
52.515,0.030,-0.411,-0.063718252,-0.38448384
52.520,0.037,-0.327,-0.066488177,-0.38613227
52.525,0.055,-0.274,-0.069320835,-0.38776076
52.530,0.060,-0.275,-0.072206922,-0.38936871
52.535,-0.038,-0.382,-0.075137131,-0.39095557
52.540,-0.100,-0.455,-0.078102149,-0.39252076
52.545,-0.033,-0.437,-0.081092671,-0.39406368
52.550,0.018,-0.391,-0.084099382,-0.39558378
52.555,0.073,-0.307,-0.087112986,-0.39708045
52.560,-0.037,-0.363,-0.09012416,-0.39855313
52.565,-0.030,-0.380,-0.093123607,-0.40000126
52.570,-0.040,-0.433,-0.096102007,-0.40142426
52.575,-0.177,-0.377,-0.09905006,-0.40282151
52.580,-0.196,-0.389,-0.10195845,-0.40419245
52.585,-0.113,-0.403,-0.10481787,-0.40553653
52.590,0.095,-0.325,-0.10761901,-0.40685314
52.595,0.006,-0.328,-0.11035257,-0.40814173
52.600,-0.063,-0.335,-0.11300923,-0.40940168
52.605,-0.170,-0.413,-0.11557969,-0.41063249
52.610,-0.159,-0.461,-0.11805463,-0.41183349
52.615,-0.110,-0.475,-0.12042475,-0.41300416
52.620,-0.097,-0.430,-0.12268074,-0.41414389
52.625,-0.006,-0.359,-0.12481328,-0.41525212
52.630,-0.012,-0.355,-0.12681308,-0.41632828
52.635,-0.060,-0.400,-0.12867083,-0.41737178
52.640,-0.018,-0.404,-0.13035576,-0.4183183
52.645,-0.035,-0.400,-0.13185212,-0.41911095
52.650,-0.032,-0.364,-0.13317308,-0.41976026
52.655,0.010,-0.320,-0.13433178,-0.42027667
52.660,-0.006,-0.374,-0.13534136,-0.42067078
52.665,-0.010,-0.423,-0.13621502,-0.42095307
52.670,0.147,-0.263,-0.13696587,-0.42113405
52.675,0.181,-0.245,-0.13760708,-0.42122427
52.680,0.130,-0.277,-0.13815182,-0.42123422
52.685,0.070,-0.403,-0.13861325,-0.42117441
52.690,0.064,-0.368,-0.1390045,-0.42105535
52.695,0.047,-0.267,-0.13933875,-0.42088759
52.700,0.000,-0.220,-0.13962914,-0.42068163
52.705,0.075,-0.251,-0.13988882,-0.42044801
52.710,0.080,-0.303,-0.14013098,-0.42019719
52.715,0.016,-0.266,-0.14036873,-0.41993973
52.720,-0.043,-0.263,-0.14061527,-0.41968611
52.725,-0.137,-0.289,-0.14088373,-0.41944689
52.730,-0.233,-0.313,-0.14118727,-0.41923258
52.735,-0.197,-0.370,-0.14153904,-0.41905367
52.740,-0.354,-0.555,-0.1419522,-0.41892067
52.745,-0.390,-0.580,-0.14243992,-0.41884413
52.750,-0.300,-0.447,-0.14301534,-0.41883457
52.755,-0.228,-0.407,-0.14369163,-0.41890249
52.760,-0.055,-0.310,-0.14448193,-0.41905838
52.765,0.050,-0.235,-0.14539941,-0.4193128
52.770,-0.038,-0.236,-0.14641787,-0.41960448
52.775,-0.135,-0.315,-0.14749797,-0.41986623
52.780,-0.210,-0.324,-0.148633,-0.42009962
52.785,-0.300,-0.280,-0.1498163,-0.4203063
52.790,-0.193,-0.275,-0.15104121,-0.42048788
52.795,-0.060,-0.280,-0.15230104,-0.42064595
52.800,-0.140,-0.380,-0.15358914,-0.42078215
52.805,-0.211,-0.412,-0.15489884,-0.42089805
52.810,-0.230,-0.350,-0.15622345,-0.42099527
52.815,-0.075,-0.170,-0.15755631,-0.42107543
52.820,-0.158,-0.314,-0.15889075,-0.42114016
52.825,-0.260,-0.473,-0.1602201,-0.42119101
52.830,-0.418,-0.487,-0.16153768,-0.42122966
52.835,-0.569,-0.546,-0.16283683,-0.42125767
52.840,-0.714,-0.677,-0.16411088,-0.42127669
52.845,-0.737,-0.768,-0.16535316,-0.42128828
52.850,-0.621,-0.742,-0.166557,-0.42129406
52.855,-0.498,-0.626,-0.16771571,-0.4212957
52.860,-0.333,-0.486,-0.16882266,-0.42129475
52.865,-0.182,-0.427,-0.16987114,-0.42129281
52.870,-0.202,-0.441,-0.17085449,-0.42129153
52.875,-0.282,-0.505,-0.17176606,-0.42129251
52.880,-0.345,-0.597,-0.17259914,-0.42129734
52.885,-0.412,-0.692,-0.1733471,-0.42130765
52.890,-0.346,-0.638,-0.17400324,-0.42132506
52.895,-0.213,-0.550,-0.17456092,-0.42135113
52.900,-0.146,-0.518,-0.1751546,-0.4214673
52.905,-0.100,-0.464,-0.17591192,-0.42174402
52.910,-0.029,-0.336,-0.17681594,-0.4221665
52.915,0.015,-0.250,-0.17784974,-0.42271999
52.920,-0.036,-0.292,-0.17899635,-0.4233897
52.925,-0.110,-0.380,-0.18023886,-0.42416087
52.930,-0.120,-0.450,-0.18156031,-0.42501873
52.935,-0.239,-0.503,-0.18294376,-0.4259485
