age_Ma,loess_d13C,loess_d18O,loess_long_d13C,loess_long_d18O
5.338,-0.079,3.222,-0.018079102,3.1855326
5.340,-0.056,3.205,-0.016922111,3.1859231
5.342,-0.022,3.192,-0.015760504,3.1863246
5.344,0.033,3.193,-0.014594914,3.1867366
5.346,0.079,3.191,-0.013425975,3.1871588
5.348,0.063,3.184,-0.012254317,3.1875913
5.350,0.048,3.173,-0.011080572,3.1880331
5.352,0.088,3.141,-0.009905375,3.1884844
5.354,0.142,3.105,-0.008729355,3.1889448
5.356,0.215,3.075,-0.007553147,3.1894138
5.358,0.260,3.062,-0.006377381,3.1898913
5.360,0.287,3.064,-0.00520269,3.1903768
5.362,0.279,3.092,-0.004029707,3.19087
5.364,0.241,3.128,-0.002859063,3.191371
5.366,0.156,3.168,-0.001691391,3.1918788
5.368,0.079,3.195,-0.000527324,3.1923933
5.370,0.057,3.175,0.000632507,3.1929145
5.372,0.056,3.138,0.00178747,3.1934419
5.374,0.100,3.086,0.002936932,3.1939752
5.376,0.149,3.049,0.00408026,3.194514
5.378,0.143,3.076,0.005216823,3.1950579
5.380,0.125,3.122,0.006345989,3.1956069
5.382,0.118,3.178,0.007467125,3.1961603
5.384,0.112,3.231,0.008579598,3.1967182
5.386,0.106,3.252,0.009682777,3.1972799
5.388,0.097,3.265,0.01077603,3.1978455
5.390,0.093,3.303,0.011858724,3.1984143
5.392,0.071,3.284,0.012930227,3.1989861
5.394,0.040,3.230,0.013989906,3.1995606
5.396,-0.002,3.111,0.01503713,3.2001374
5.398,-0.033,2.988,0.016071266,3.2007165
5.400,-0.028,2.906,0.017091682,3.2012973
5.402,-0.015,2.866,0.018097745,3.2018795
5.404,0.006,2.931,0.019088823,3.2024627
5.406,0.016,3.023,0.020064287,3.2030468
5.408,-0.025,3.088,0.021023499,3.2036314
5.410,-0.070,3.143,0.021965832,3.2042162
5.412,-0.083,3.170,0.02289065,3.2048008
5.414,-0.089,3.187,0.023797322,3.2053852
5.416,-0.094,3.213,0.024685217,3.2059686
5.418,-0.099,3.224,0.025553701,3.2065508
5.420,-0.123,3.177,0.026402142,3.2071319
5.422,-0.140,3.110,0.027229909,3.2077112
5.424,-0.116,3.039,0.028036369,3.2082884
5.426,-0.086,2.997,0.028820891,3.2088633
5.428,-0.068,3.052,0.029582839,3.2094355
5.430,-0.054,3.124,0.030321585,3.2100046
5.432,-0.050,3.173,0.031036494,3.2105706
5.434,-0.053,3.204,0.031726934,3.2111328
5.436,-0.048,3.186,0.032392278,3.2116911
5.438,-0.051,3.153,0.033031885,3.2122452
5.440,-0.083,3.118,0.033645127,3.212795
5.442,-0.120,3.082,0.034231372,3.2133396
5.444,-0.140,3.042,0.034789991,3.2138791
5.446,-0.164,3.018,0.035320345,3.2144132
5.448,-0.211,3.047,0.035821807,3.2149413
5.450,-0.233,3.102,0.036293741,3.2154634
5.452,-0.187,3.191,0.036744822,3.2160006
5.454,-0.121,3.278,0.037184112,3.216574
5.456,-0.017,3.337,0.037611544,3.2171824
5.458,0.042,3.353,0.038027063,3.2178245
5.460,0.086,3.349,0.038430609,3.2184994
5.462,0.117,3.331,0.038822122,3.2192059
5.464,0.145,3.302,0.039201543,3.2199428
5.466,0.178,3.263,0.039568812,3.2207091
5.468,0.197,3.226,0.039923869,3.2215033
5.470,0.176,3.209,0.040266652,3.2223248
5.472,0.157,3.211,0.040597107,3.2231719
5.474,0.174,3.264,0.040915173,3.2240441
5.476,0.195,3.315,0.041220788,3.2249398
5.478,0.215,3.319,0.041513894,3.225858
5.480,0.228,3.306,0.04179443,3.2267976
5.482,0.216,3.267,0.042062338,3.2277572
5.484,0.201,3.233,0.042317558,3.2287362
5.486,0.210,3.249,0.042560034,3.229733
5.488,0.213,3.273,0.042789698,3.2307467
5.490,0.183,3.282,0.043006502,3.231776
5.492,0.144,3.279,0.043210376,3.2328198
5.494,0.104,3.236,0.043401264,3.2338772
5.496,0.070,3.198,0.043579109,3.2349467
5.498,0.059,3.201,0.043743853,3.2360277
5.500,0.050,3.222,0.043895427,3.2371185
5.502,0.023,3.285,0.044033781,3.2382181
5.504,-0.002,3.343,0.044158854,3.2393255
5.506,-0.012,3.336,0.044270582,3.2404394
5.508,-0.017,3.311,0.044368908,3.241559
5.510,-0.012,3.285,0.044453774,3.2426829
5.512,-0.010,3.243,0.044525117,3.2438099
5.514,-0.037,3.176,0.044582881,3.2449391
5.516,-0.072,3.109,0.044627003,3.2460692
5.518,-0.110,3.043,0.044657432,3.2471993
5.520,-0.135,3.003,0.044674095,3.2483277
5.522,-0.126,3.053,0.044676945,3.249454
5.524,-0.075,3.135,0.044665914,3.2505765
5.526,-0.021,3.220,0.044640943,3.2516944
5.528,-0.009,3.248,0.044601981,3.2528064
5.530,-0.020,3.254,0.044548959,3.2539113
5.532,-0.067,3.223,0.044481821,3.2550082
5.534,-0.123,3.203,0.044400509,3.2560956
5.536,-0.165,3.237,0.044304959,3.2571731
5.538,-0.198,3.303,0.044195119,3.2582386
5.540,-0.227,3.444,0.044070922,3.2592916
5.542,-0.241,3.580,0.043932311,3.2603309
5.544,-0.213,3.640,0.043779228,3.2613552
5.546,-0.166,3.657,0.043611612,3.2623634
5.548,-0.110,3.597,0.043429404,3.2633543
5.550,-0.052,3.504,0.043232545,3.264327
5.552,-0.016,3.403,0.043020975,3.2652802
5.554,0.006,3.310,0.042794637,3.2662129
5.556,0.014,3.248,0.042553466,3.2671237
5.558,0.015,3.210,0.042297404,3.2680118
5.560,0.008,3.221,0.042026393,3.2688758
5.562,0.002,3.250,0.041740377,3.2697146
5.564,0.010,3.281,0.041439291,3.2705274
5.566,0.016,3.307,0.041123077,3.2713125
5.568,0.014,3.286,0.040791675,3.272069
5.570,0.010,3.258,0.040445026,3.2727962
5.572,0.005,3.247,0.040083073,3.2734923
5.574,-0.003,3.256,0.039705753,3.2741563
5.576,-0.019,3.321,0.039313007,3.2747877
5.578,-0.037,3.389,0.038904779,3.2753844
5.580,-0.056,3.410,0.038481005,3.2759461
5.582,-0.072,3.421,0.038041625,3.2764711
5.584,-0.059,3.441,0.037575636,3.2769866
5.586,-0.052,3.456,0.037072666,3.2775197
5.588,-0.100,3.476,0.036533613,3.2780695
5.590,-0.149,3.466,0.035959378,3.2786355
5.592,-0.178,3.439,0.035350859,3.2792168
5.594,-0.142,3.397,0.034708958,3.2798126
5.596,-0.083,3.353,0.034034576,3.2804227
5.598,0.015,3.311,0.033328608,3.2810459
5.600,0.099,3.277,0.032591954,3.2816815
5.602,0.089,3.275,0.031825516,3.2823291
5.604,0.064,3.284,0.031030193,3.2829878
5.606,0.062,3.301,0.030206883,3.2836568
5.608,0.056,3.315,0.029356487,3.2843356
5.610,0.047,3.305,0.028479906,3.2850235
5.612,0.040,3.290,0.027578035,3.2857196
5.614,0.028,3.278,0.026651777,3.2864232
5.616,0.020,3.270,0.025702031,3.2871337
5.618,0.042,3.281,0.024729697,3.2878501
5.620,0.065,3.300,0.023735672,3.2885723
5.622,0.062,3.323,0.022720858,3.289299
5.624,0.053,3.360,0.021686155,3.29003
5.626,0.044,3.387,0.020632461,3.2907641
5.628,0.051,3.359,0.019560674,3.2915006
5.630,0.060,3.322,0.018471695,3.2922392
5.632,0.066,3.299,0.017366426,3.292979
5.634,0.067,3.281,0.016245764,3.2937193
5.636,0.048,3.293,0.015110608,3.2944591
5.638,0.040,3.311,0.013961859,3.2951982
5.640,0.086,3.302,0.012800415,3.2959354
5.642,0.135,3.282,0.011627178,3.2966704
5.644,0.164,3.259,0.010443045,3.2974021
5.646,0.176,3.232,0.009248916,3.2981303
5.648,0.133,3.183,0.008045692,3.2988536
5.650,0.089,3.144,0.006834271,3.299572
5.652,0.104,3.156,0.005615554,3.3002841
5.654,0.129,3.172,0.004390439,3.3009899
5.656,0.149,3.172,0.003159826,3.3016882
5.658,0.143,3.172,0.001924615,3.3023784
5.660,0.132,3.169,0.000685704,3.3030601
5.662,0.122,3.165,-0.000556005,3.3037319
5.664,0.111,3.166,-0.001799614,3.3043938
5.666,0.111,3.168,-0.003044224,3.3050444
5.668,0.111,3.176,-0.004288934,3.3056839
5.670,0.093,3.209,-0.005532845,3.3063107
5.672,0.075,3.246,-0.006775058,3.3069243
5.674,0.065,3.269,-0.008014673,3.3075244
5.676,0.062,3.289,-0.009250792,3.3081102
5.678,0.081,3.320,-0.010482512,3.3086805
5.680,0.097,3.336,-0.011708938,3.3092351
5.682,0.070,3.301,-0.012929166,3.309773
5.684,0.038,3.251,-0.014142299,3.3102937
5.686,0.020,3.200,-0.015347438,3.3107963
5.688,0.012,3.159,-0.016543681,3.31128
5.690,0.033,3.151,-0.017730132,3.3117445
5.692,0.060,3.152,-0.018905887,3.3121886
5.694,0.071,3.121,-0.020070052,3.3126121
5.696,0.077,3.117,-0.021221722,3.3130138
5.698,0.088,3.232,-0.022360001,3.3133934
5.700,0.085,3.362,-0.023483988,3.31375
5.702,0.019,3.452,-0.024592783,3.3140826
5.704,-0.043,3.504,-0.025685487,3.3143911
5.706,-0.043,3.448,-0.026761202,3.3146744
5.708,-0.008,3.366,-0.027819028,3.3149319
5.710,0.102,3.332,-0.028858064,3.3151627
5.712,0.210,3.298,-0.029877411,3.3153663
5.714,0.232,3.226,-0.030876171,3.3155417
5.716,0.224,3.163,-0.031853441,3.3156886
5.718,0.196,3.142,-0.032846302,3.315809
5.720,0.161,3.140,-0.033891331,3.3159051
5.722,0.149,3.214,-0.034986898,3.3159778
5.724,0.139,3.183,-0.03613136,3.3160276
5.726,0.127,3.125,-0.037323073,3.3160553
5.728,0.099,3.027,-0.038560405,3.3160608
5.730,0.068,2.956,-0.039841719,3.3160453
5.732,0.029,3.018,-0.04116537,3.3160088
5.734,-0.005,3.114,-0.042529721,3.3159521
5.736,-0.010,3.173,-0.043933135,3.3158755
5.738,-0.006,3.223,-0.045373969,3.3157799
5.740,0.006,3.267,-0.046850592,3.3156657
5.742,0.010,3.337,-0.048361357,3.3155332
5.744,-0.033,3.484,-0.04990463,3.3153832
5.746,-0.088,3.629,-0.051478773,3.3152161
5.748,-0.135,3.707,-0.053082142,3.3150325
5.750,-0.164,3.748,-0.054713104,3.3148327
5.752,-0.140,3.739,-0.056370016,3.3146176
5.754,-0.104,3.705,-0.05805124,3.3143876
5.756,-0.090,3.662,-0.059755139,3.3141429
5.758,-0.072,3.602,-0.061480075,3.3138847
5.760,-0.039,3.517,-0.063224405,3.3136129
5.762,-0.002,3.434,-0.064986497,3.3133283
5.764,0.053,3.387,-0.066764705,3.3130314
5.766,0.101,3.358,-0.068557389,3.3127227
5.768,0.092,3.347,-0.070362918,3.3124027
5.770,0.071,3.345,-0.072179653,3.3120723
5.772,0.076,3.341,-0.074005947,3.3117313
5.774,0.089,3.349,-0.075840168,3.3113811
5.776,0.123,3.376,-0.07768067,3.3110213
5.778,0.140,3.405,-0.079525828,3.3106532
5.780,0.086,3.427,-0.08137399,3.310277
5.782,0.015,3.446,-0.083223522,3.3098934
5.784,-0.049,3.449,-0.085072786,3.3095026
5.786,-0.109,3.456,-0.086920142,3.3091054
5.788,-0.145,3.495,-0.088763952,3.3087025
5.790,-0.190,3.532,-0.090602577,3.3082938
5.792,-0.226,3.559,-0.092434376,3.3078804
5.794,-0.242,3.563,-0.094257712,3.3074627
5.796,-0.245,3.539,-0.096070945,3.3070412
5.798,-0.212,3.455,-0.097872443,3.3066163
5.800,-0.168,3.361,-0.09966056,3.3061888
5.802,-0.125,3.293,-0.10143366,3.305759
5.804,-0.096,3.243,-0.10319009,3.3053274
5.806,-0.104,3.232,-0.10492824,3.3048947
5.808,-0.121,3.241,-0.10664646,3.3044615
5.810,-0.146,3.263,-0.10834309,3.304028
5.812,-0.171,3.296,-0.11001652,3.3035951
5.814,-0.164,3.358,-0.11166509,3.3031631
5.816,-0.149,3.405,-0.11328718,3.3027325
5.818,-0.140,3.384,-0.11488114,3.302304
5.820,-0.133,3.343,-0.11644533,3.301878
5.822,-0.120,3.278,-0.11797811,3.3014553
5.824,-0.112,3.209,-0.11947785,3.3010359
5.826,-0.113,3.181,-0.12094291,3.3006208
5.828,-0.124,3.183,-0.12237164,3.3002105
5.830,-0.165,3.223,-0.12376241,3.2998052
5.832,-0.219,3.283,-0.12511359,3.2994056
5.834,-0.283,3.371,-0.12642352,3.2990124
5.836,-0.326,3.445,-0.12769058,3.2986259
5.838,-0.303,3.457,-0.12891312,3.2982469
5.840,-0.244,3.432,-0.13008951,3.2978756
5.842,-0.137,3.334,-0.13121809,3.2975128
5.844,-0.047,3.229,-0.13229726,3.2971587
5.846,-0.050,3.171,-0.13332535,3.2968142
5.848,-0.067,3.136,-0.13430072,3.2964797
5.850,-0.073,3.165,-0.13526343,3.2961354
5.852,-0.070,3.232,-0.13625389,3.2957618
5.854,0.018,3.343,-0.13727106,3.2953601
5.856,0.022,3.407,-0.13831392,3.2949307
5.858,-0.008,3.448,-0.13938139,3.2944746
5.860,-0.095,3.418,-0.14047247,3.2939925
5.862,-0.183,3.354,-0.1415861,3.2934856
5.864,-0.201,3.295,-0.14272124,3.2929544
5.866,-0.203,3.245,-0.14387684,3.2923999
5.868,-0.215,3.204,-0.14505185,3.2918227
5.870,-0.224,3.176,-0.14624527,3.291224
5.872,-0.226,3.190,-0.14745602,3.2906044
5.874,-0.228,3.215,-0.14868307,3.2899647
5.876,-0.227,3.237,-0.1499254,3.2893059
5.878,-0.223,3.260,-0.15118192,3.2886288
5.880,-0.228,3.267,-0.15245163,3.2879343
5.882,-0.235,3.272,-0.15373349,3.2872231
5.884,-0.223,3.287,-0.15502644,3.2864959
5.886,-0.210,3.294,-0.15632942,3.285754
5.888,-0.218,3.281,-0.15764143,3.2849977
5.890,-0.228,3.254,-0.15896142,3.2842281
5.892,-0.248,3.215,-0.16028832,3.2834463
5.894,-0.299,3.164,-0.16162111,3.2826526
5.896,-0.360,3.115,-0.16295874,3.2818482
5.898,-0.424,3.058,-0.16430019,3.2810338
5.900,-0.474,3.032,-0.16564439,3.2802103
5.902,-0.467,3.110,-0.16699032,3.2793784
5.904,-0.447,3.221,-0.16833693,3.2785392
5.906,-0.445,3.353,-0.16968317,3.2776935
5.908,-0.451,3.461,-0.17102802,3.2768419
5.910,-0.487,3.459,-0.17237042,3.2759852
5.912,-0.503,3.412,-0.17370933,3.2751245
5.914,-0.437,3.331,-0.17504372,3.2742608
5.916,-0.354,3.242,-0.17637253,3.2733943
5.918,-0.274,3.183,-0.17769474,3.2725265
5.920,-0.212,3.140,-0.1790093,3.2716577
5.922,-0.222,3.117,-0.18031517,3.2707891
5.924,-0.241,3.125,-0.1816113,3.2699215
5.926,-0.259,3.150,-0.18289664,3.2690556
5.928,-0.260,3.187,-0.18417019,3.2681923
5.930,-0.255,3.222,-0.18543087,3.2673323
5.932,-0.226,3.234,-0.18667765,3.2664769
5.934,-0.198,3.235,-0.18790948,3.2656262
5.936,-0.209,3.213,-0.18912534,3.2647817
5.938,-0.230,3.196,-0.19032417,3.2639439
5.940,-0.245,3.221,-0.19150494,3.2631137
5.942,-0.254,3.249,-0.19266659,3.2622921
5.944,-0.237,3.257,-0.19380811,3.2614796
5.946,-0.221,3.259,-0.19492842,3.2606776
5.948,-0.222,3.239,-0.19602652,3.2598863
5.950,-0.227,3.222,-0.19710132,3.2591066
5.952,-0.246,3.260,-0.19815183,3.2583399
5.954,-0.265,3.306,-0.19917698,3.2575865
5.956,-0.264,3.325,-0.20017573,3.2568474
5.958,-0.250,3.330,-0.20114703,3.2561235
5.960,-0.217,3.307,-0.20208986,3.2554157
5.962,-0.176,3.275,-0.20300318,3.2547247
5.964,-0.133,3.245,-0.20388593,3.2540512
5.966,-0.092,3.221,-0.20473707,3.2533965
5.968,-0.061,3.205,-0.20555556,3.2527609
5.970,-0.034,3.196,-0.20634037,3.2521455
5.972,-0.004,3.202,-0.20709045,3.2515512
5.974,0.021,3.213,-0.20780477,3.2509787
5.976,0.041,3.226,-0.20848227,3.2504289
5.978,0.051,3.237,-0.20912191,3.2499025
5.980,0.036,3.241,-0.20972267,3.2494006
5.982,0.008,3.240,-0.21028349,3.248924
5.984,-0.017,3.232,-0.21080558,3.2484472
5.986,-0.052,3.220,-0.21129143,3.2479453
5.988,-0.090,3.205,-0.21174185,3.2474189
5.990,-0.173,3.181,-0.21215768,3.2468688
5.992,-0.268,3.165,-0.21253978,3.2462964
5.994,-0.367,3.172,-0.21288894,3.245702
5.996,-0.447,3.193,-0.21320604,3.2450869
5.998,-0.458,3.251,-0.21349189,3.244452
6.000,-0.466,3.320,-0.21374732,3.2437978
6.002,-0.549,3.385,-0.21397319,3.2431254
6.004,-0.607,3.416,-0.21417032,3.2424359
6.006,-0.560,3.349,-0.21433954,3.24173
6.008,-0.471,3.265,-0.2144817,3.2410085
6.010,-0.302,3.203,-0.21459763,3.2402723
6.012,-0.142,3.152,-0.21468815,3.2395225
6.014,-0.109,3.155,-0.2147541,3.2387598
6.016,-0.118,3.170,-0.21479633,3.2379851
6.018,-0.144,3.152,-0.21481568,3.2371993
6.020,-0.184,3.141,-0.21481296,3.2364032
6.022,-0.229,3.185,-0.21478902,3.2355981
6.024,-0.272,3.228,-0.21474469,3.2347844
6.026,-0.285,3.218,-0.21468081,3.2339633
6.028,-0.285,3.203,-0.21459821,3.2331352
6.030,-0.301,3.213,-0.21449773,3.2323017
6.032,-0.325,3.238,-0.2143802,3.2314632
6.034,-0.360,3.305,-0.21424647,3.2306209
6.036,-0.372,3.367,-0.21409737,3.2297752
6.038,-0.304,3.366,-0.21393371,3.2289274
6.040,-0.215,3.345,-0.21375635,3.2280784
6.042,-0.147,3.325,-0.21356611,3.2272289
6.044,-0.101,3.300,-0.21336386,3.2263799
6.046,-0.102,3.263,-0.21315038,3.2255321
6.048,-0.103,3.221,-0.21292655,3.2246866
6.050,-0.053,3.174,-0.21269318,3.2238443
6.052,-0.003,3.135,-0.21245113,3.223006
6.054,0.032,3.119,-0.21220121,3.2221725
6.056,0.008,3.113,-0.21194427,3.2213447
6.058,-0.039,3.120,-0.21168114,3.2205238
6.060,-0.104,3.134,-0.21141265,3.2197104
6.062,-0.171,3.172,-0.21113965,3.2189052
6.064,-0.213,3.273,-0.21086295,3.2181096
6.066,-0.256,3.375,-0.21058342,3.217324
6.068,-0.305,3.438,-0.21030186,3.2165496
6.070,-0.353,3.476,-0.21001913,3.2157874
6.072,-0.439,3.459,-0.20973605,3.2150378
6.074,-0.519,3.424,-0.20945348,3.2143021
6.076,-0.552,3.397,-0.20917222,3.2135811
6.078,-0.527,3.364,-0.20889312,3.2128754
6.080,-0.364,3.322,-0.20861702,3.2121863
6.082,-0.173,3.278,-0.20834476,3.2115145
6.084,-0.035,3.229,-0.20807716,3.210861
6.086,0.064,3.190,-0.20781507,3.2102263
6.088,0.080,3.180,-0.2075593,3.2096119
6.090,0.070,3.178,-0.20731072,3.2090182
6.092,0.075,3.182,-0.20707014,3.2084463
6.094,0.064,3.184,-0.20683841,3.2078969
6.096,0.007,3.161,-0.20661636,3.2073712
6.098,-0.075,3.133,-0.20640482,3.2068698
6.100,-0.167,3.106,-0.20620462,3.2063937
6.102,-0.255,3.097,-0.20601662,3.2059438
6.104,-0.329,3.147,-0.20584163,3.2055211
6.106,-0.391,3.204,-0.20568049,3.2051263
6.108,-0.424,3.234,-0.20553404,3.2047603
6.110,-0.441,3.246,-0.20540312,3.2044239
6.112,-0.435,3.203,-0.20528856,3.2041183
6.114,-0.435,3.165,-0.2051912,3.2038443
6.116,-0.501,3.198,-0.20507401,3.2035961
6.118,-0.562,3.246,-0.20490061,3.2033675
6.120,-0.586,3.297,-0.20467266,3.2031581
6.122,-0.519,3.316,-0.20439191,3.2029674
6.124,-0.414,3.316,-0.20406003,3.202795
6.126,-0.268,3.295,-0.20367873,3.2026403
6.128,-0.132,3.264,-0.20324972,3.202503
6.130,-0.087,3.217,-0.2027747,3.2023823
6.132,-0.058,3.177,-0.20225538,3.2022781
6.134,-0.005,3.170,-0.20169346,3.2021899
6.136,0.041,3.173,-0.20109065,3.202117
6.138,0.076,3.186,-0.20044865,3.2020593
6.140,0.097,3.202,-0.19976915,3.2020161
6.142,0.091,3.212,-0.19905388,3.201987
6.144,0.075,3.221,-0.19830453,3.2019715
6.146,0.065,3.231,-0.1975228,3.2019694
6.148,0.033,3.236,-0.19671041,3.2019796
6.150,-0.065,3.222,-0.19586904,3.2020025
6.152,-0.157,3.203,-0.19500041,3.2020371
6.154,-0.201,3.184,-0.19410624,3.2020829
6.156,-0.183,3.171,-0.19318821,3.2021396
6.158,-0.150,3.160,-0.19224802,3.2022069
6.160,-0.162,3.145,-0.19128738,3.2022841
6.162,-0.171,3.139,-0.19030802,3.2023709
6.164,-0.130,3.159,-0.18931161,3.2024665
6.166,-0.075,3.179,-0.18829986,3.2025709
6.168,-0.003,3.193,-0.1872745,3.2026834
6.170,0.048,3.199,-0.18623722,3.2028036
6.172,-0.002,3.173,-0.18518969,3.2029312
6.174,-0.076,3.134,-0.18413366,3.2030654
6.176,-0.118,3.101,-0.18307082,3.2032058
6.178,-0.139,3.075,-0.18200289,3.2033522
6.180,-0.108,3.066,-0.18093154,3.2035041
6.182,-0.073,3.064,-0.17985848,3.2036607
6.184,-0.066,3.060,-0.17878544,3.2038219
6.186,-0.086,3.054,-0.17771411,3.2039871
6.188,-0.176,3.033,-0.17664619,3.2041559
6.190,-0.244,3.034,-0.17558338,3.2043278
6.192,-0.307,3.045,-0.17452739,3.2045026
6.194,-0.358,3.076,-0.17347993,3.2046793
6.196,-0.382,3.114,-0.1724427,3.2048578
6.198,-0.358,3.148,-0.17141742,3.2050376
6.200,-0.318,3.173,-0.17040576,3.2052181
6.202,-0.259,3.183,-0.16940945,3.205399
6.204,-0.186,3.182,-0.16843018,3.20558
6.206,-0.116,3.160,-0.16746967,3.2057602
6.208,-0.052,3.125,-0.16652961,3.2059395
6.210,0.008,3.075,-0.16561171,3.2061174
6.212,0.045,3.035,-0.16471767,3.2062931
6.214,0.029,3.034,-0.1638492,3.2064667
6.216,-0.002,3.051,-0.163008,3.2066374
6.218,-0.016,3.082,-0.16219579,3.2068048
6.220,-0.042,3.117,-0.16141425,3.2069683
6.222,-0.101,3.152,-0.16066508,3.2071276
6.224,-0.171,3.182,-0.15995002,3.2072823
6.226,-0.244,3.201,-0.15927075,3.207432
6.228,-0.303,3.222,-0.15862896,3.2075758
6.230,-0.299,3.229,-0.15802638,3.2077138
6.232,-0.293,3.235,-0.15746471,3.2078452
6.234,-0.368,3.286,-0.15694565,3.2079697
6.236,-0.439,3.342,-0.15647089,3.2080867
6.238,-0.462,3.365,-0.15604216,3.2081959
6.240,-0.434,3.371,-0.15566115,3.2082965
6.242,-0.282,3.354,-0.15532956,3.2083886
6.244,-0.110,3.323,-0.1550491,3.2084713
6.246,-0.010,3.300,-0.15482149,3.2085445
6.248,0.067,3.277,-0.15464839,3.2086072
6.250,0.124,3.245,-0.15450294,3.2086763
6.252,0.172,3.217,-0.15435719,3.2087679
6.254,0.245,3.193,-0.15421137,3.2088811
6.256,0.246,3.202,-0.15406568,3.2090156
6.258,0.215,3.222,-0.15392035,3.2091703
6.260,0.131,3.251,-0.15377556,3.2093449
6.262,0.055,3.271,-0.15363154,3.2095385
6.264,0.079,3.248,-0.15348849,3.2097504
6.266,0.106,3.219,-0.15334661,3.20998
6.268,0.082,3.202,-0.15320614,3.2102265
6.270,0.027,3.190,-0.15306726,3.2104895
6.272,-0.101,3.197,-0.1529302,3.2107682
6.274,-0.251,3.213,-0.15279517,3.211062
6.276,-0.410,3.218,-0.15266235,3.2113698
6.278,-0.533,3.225,-0.15253198,3.2116914
6.280,-0.534,3.264,-0.15240428,3.2120259
6.282,-0.505,3.299,-0.15227942,3.2123725
6.284,-0.491,3.299,-0.15215763,3.2127311
6.286,-0.470,3.283,-0.15203913,3.2131004
6.288,-0.488,3.246,-0.15192412,3.2134798
6.290,-0.496,3.204,-0.15181281,3.2138689
6.292,-0.404,3.194,-0.1517054,3.2142668
6.294,-0.289,3.189,-0.15160212,3.214673
6.296,-0.209,3.166,-0.15150318,3.2150867
6.298,-0.147,3.138,-0.15140876,3.2155073
6.300,-0.110,3.109,-0.15131909,3.215934
6.302,-0.098,3.096,-0.15123439,3.2163661
6.304,-0.129,3.130,-0.15115485,3.2168031
6.306,-0.171,3.167,-0.15108068,3.2172441
6.308,-0.185,3.172,-0.15101212,3.2176888
6.310,-0.201,3.169,-0.15094934,3.2181361
6.312,-0.240,3.158,-0.15089259,3.2185855
6.314,-0.295,3.152,-0.15084203,3.2190363
6.316,-0.418,3.182,-0.1507979,3.2194879
6.318,-0.520,3.216,-0.15076043,3.2199397
6.320,-0.534,3.233,-0.15072979,3.2203908
6.322,-0.385,3.239,-0.1507062,3.2208405
6.324,-0.209,3.241,-0.15068989,3.2212882
6.326,-0.113,3.249,-0.15068105,3.2217333
6.328,-0.052,3.254,-0.1506799,3.2221751
6.330,-0.091,3.255,-0.15068664,3.2226129
6.332,-0.139,3.247,-0.15070149,3.2230461
6.334,-0.101,3.222,-0.15072465,3.2234738
6.336,-0.044,3.189,-0.15075634,3.2238953
6.338,0.026,3.147,-0.15079677,3.2243104
6.340,0.074,3.109,-0.15084614,3.2247179
6.342,0.056,3.094,-0.15090466,3.2251174
6.344,0.007,3.096,-0.15097253,3.2255082
6.346,-0.107,3.127,-0.15105,3.2258894
6.348,-0.220,3.168,-0.15113723,3.2262607
6.350,-0.231,3.210,-0.15123448,3.2266209
6.352,-0.226,3.246,-0.15134192,3.22697
6.354,-0.251,3.254,-0.15145977,3.2273066
6.356,-0.278,3.251,-0.15158823,3.2276306
6.358,-0.339,3.233,-0.15172754,3.227941
6.360,-0.372,3.223,-0.15187789,3.2282374
6.362,-0.272,3.264,-0.1520395,3.2285187
6.364,-0.142,3.307,-0.15221256,3.2287846
6.366,-0.038,3.323,-0.15239729,3.2290342
6.368,0.041,3.323,-0.1525939,3.2292669
6.370,0.036,3.285,-0.1528026,3.2294822
6.372,0.016,3.244,-0.15302362,3.2296791
6.374,0.039,3.237,-0.15325713,3.229857
6.376,0.051,3.236,-0.15350337,3.2300155
6.378,0.024,3.234,-0.15376253,3.2301536
6.380,-0.027,3.233,-0.15403484,3.2302706
6.382,-0.121,3.232,-0.15433528,3.2303841
6.384,-0.218,3.233,-0.15467782,3.230511
6.386,-0.281,3.242,-0.15506123,3.2306507
6.388,-0.338,3.244,-0.15548426,3.230803
6.390,-0.367,3.242,-0.15594563,3.2309675
6.392,-0.336,3.226,-0.15644409,3.2311437
6.394,-0.301,3.219,-0.1569784,3.2313309
6.396,-0.285,3.254,-0.15754727,3.2315285
6.398,-0.279,3.298,-0.15814947,3.2317367
6.400,-0.351,3.352,-0.15878372,3.2319543
6.402,-0.396,3.389,-0.15944879,3.2321811
6.404,-0.245,3.342,-0.16014341,3.2324166
6.406,-0.105,3.285,-0.16086631,3.2326605
6.408,-0.164,3.284,-0.16161624,3.2329121
6.410,-0.244,3.297,-0.16239195,3.233171
6.412,-0.302,3.332,-0.16319217,3.2334368
6.414,-0.327,3.362,-0.16401565,3.2337089
6.416,-0.161,3.337,-0.16486113,3.2339869
6.418,0.023,3.298,-0.16572736,3.2342703
6.420,0.063,3.274,-0.16661309,3.2345586
6.422,0.028,3.257,-0.16751702,3.2348511
6.424,-0.025,3.238,-0.16843794,3.235148
6.426,-0.013,3.202,-0.16937457,3.2354479
6.428,0.003,3.171,-0.17032567,3.2357512
6.430,0.000,3.153,-0.17128995,3.2360568
6.432,-0.008,3.157,-0.17226619,3.2363646
6.434,-0.022,3.222,-0.17325309,3.2366738
6.436,-0.042,3.290,-0.17424943,3.2369843
6.438,-0.054,3.323,-0.17525394,3.2372952
6.440,-0.075,3.337,-0.17626536,3.2376065
