,core,sample_mix_id,sample_mix,sample_id,d13C,d18O,midpoint_depth_mbsf,midpoint_depth_mcd,depth_mcd,age_Ma,mix_age,species,source,TE_stnd,B11,B/Ca (error 1sd),Mg24,Mg/Ca (error 1sd),Al27,d11B,d11B_2SE,Li7,Na23,Mg25,Mn55,Sr88,Cd111,Ba138,Nd146,U238,weight_ug,num_of_specimens,B/Ca corrected,palaeo_depth_m,B11 corrected to C. mundulus,Depth-corrected B11,B11 corrected to STGFRM calibration standard,Notes,Mo92,K39,Fe56,Ni58,Cu63,Zn64,Rb85,P31,S32,Co59,Mg26,Depth-corrected B/Ca,rel_age_to_ETM2_kyr,lat,lon,ocean_basin,species_simple,B_omega_calibration,omega_linfit,omega_logfit,omega_linfit_0,omega_logfit_0,omega_linfit_3000,omega_logfit_3000,Ca_sw,Mg_sw,B11_for_omega,temp_c,pressure_bar,ksp_c,CO3
0,1262,1262_B_19_H_5_56_57_168.96,no,1262_B_19_H_5_56_57_168.96,1.520626666,0.312086261,168.965,185.05499,,60.91769327,60.91769327,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3245.884663,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.93449544,46.54472179,,12.61333367,325.8247245,8.3e-07,
1,1262,1262_B_19_H_5_68_69_169.08,no,1262_B_19_H_5_68_69_169.08,1.523240961,0.246952998,169.085,185.175,,60.92992624,60.92992624,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3246.496312,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.94060236,46.54610078,,12.59583403,325.8861223,8.3e-07,
2,1262,1262_B_19_H_5_71_72_169.11,no,1262_B_19_H_5_71_72_169.11,1.502676715,0.379664552,169.115,185.205,,60.93298448,60.93298448,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3246.649224,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.94212909,46.54644552,,12.59145912,325.9014718,8.3e-07,
3,1262,1262_B_19_H_5_77_78_169.17,no,1262_B_19_H_5_77_78_169.17,1.49992727,0.372510244,169.175,185.265,,60.93910097,60.93910097,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3246.955048,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.94518254,46.54713502,,12.58270931,325.9321707,8.3e-07,
4,1262,1262_B_19_H_5_80_81_169.2,no,1262_B_19_H_5_80_81_169.2,1.589785467,0.440725284,169.205,185.295,,60.94215921,60.94215921,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3247.107961,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.94670927,46.54747977,,12.5783344,325.9475201,8.3e-07,
5,1262,1262_B_19_H_5_83_84_169.23,no,1262_B_19_H_5_83_84_169.23,1.514992609,0.495744103,169.235,185.325,,60.94521745,60.94521745,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3247.260873,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.948236,46.54782451,,12.57395949,325.9628696,8.3e-07,
6,1262,1262_B_19_H_5_89_90_169.29,no,1262_B_19_H_5_89_90_169.29,1.406913225,0.384355872,169.295,185.38499,,60.95133394,60.95133394,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3247.566697,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.95128946,46.54851401,,12.56520967,325.9935685,8.31e-07,
7,1262,1262_B_19_H_5_92_93_169.32,no,1262_B_19_H_5_92_93_169.32,1.592954399,0.367235045,169.325,185.41499,,60.95439218,60.95439218,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3247.719609,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.95281619,46.54885876,,12.56083476,326.0089179,8.31e-07,
8,1262,1262_B_19_H_5_98_99_169.38,no,1262_B_19_H_5_98_99_169.38,1.519184541,0.438851419,169.385,185.47501,,60.9605765,60.9605765,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3248.028825,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.95590351,46.5495559,,12.55198791,326.0399573,8.31e-07,
9,1262,1262_C_10_H_2_110_111_170.6,no,1262_C_10_H_2_110_111_170.6,1.667540323,0.442377653,170.605,185.52499,,60.96635203,60.96635203,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3248.317602,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.95878676,46.55020696,,12.54372583,326.0689449,8.31e-07,
10,1262,1262_C_10_H_2_113_114_170.63,no,1262_C_10_H_2_113_114_170.63,1.601142463,0.463583806,170.635,185.55499,,60.96981736,60.96981736,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3248.490868,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.96051671,46.55059759,,12.53876859,326.0863375,8.31e-07,
11,1262,1262_C_10_H_2_116_117_170.66,no,1262_C_10_H_2_116_117_170.66,1.50970891,0.331749029,170.665,185.58501,,60.97328268,60.97328268,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3248.664134,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.96224666,46.55098823,,12.53381134,326.1037301,8.31e-07,
12,1262,1262_C_10_H_2_122_123_170.72,no,1262_C_10_H_2_122_123_170.72,1.569638282,0.265535183,170.725,185.645,,60.98021332,60.98021332,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3249.010666,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.96570656,46.5517695,,12.52389684,326.1385154,8.31e-07,
13,1262,1262_C_10_H_2_128_129_170.78,no,1262_C_10_H_2_128_129_170.78,1.599432132,0.335184479,170.785,185.705,,60.98714397,60.98714397,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3249.357198,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.96916646,46.55255077,,12.51398235,326.1733006,8.31e-07,
14,1262,1262_C_10_H_2_134_135_170.84,no,1262_C_10_H_2_134_135_170.84,1.687631679,0.423419505,170.845,185.765,,60.99407461,60.99407461,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3249.703731,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.97262636,46.55333205,,12.50406785,326.2080858,8.32e-07,
15,1262,1262_C_10_H_2_137_138_170.87,no,1262_C_10_H_2_137_138_170.87,1.662433502,0.530436375,170.875,185.795,,60.99753993,60.99753993,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3249.876997,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.97435631,46.55372268,,12.4991106,326.2254784,8.32e-07,
16,1262,1262_C_10_H_2_140_141_170.9,no,1262_C_10_H_2_140_141_170.9,1.685218531,0.562589636,170.905,185.825,,61.00100525,61.00100525,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3250.050263,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.97599989,46.55379039,,12.49415335,326.242871,8.32e-07,
17,1262,1262_C_10_H_2_143_144_170.93,no,1262_C_10_H_2_143_144_170.93,1.722440621,0.54002568,170.935,185.855,,61.00447058,61.00447058,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3250.223529,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.97743213,46.5530678,,12.48919611,326.2602636,8.32e-07,
18,1262,1262_C_10_H_2_146_147_170.96,no,1262_C_10_H_2_146_147_170.96,1.677862736,0.611398922,170.965,185.88499,,61.0079359,61.0079359,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3250.396795,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.97886436,46.55234522,,12.48423886,326.2776562,8.32e-07,
19,1262,1262_C_10_H_2_149_150_170.99,no,1262_C_10_H_2_149_150_170.99,1.611017627,0.462629056,170.995,185.91499,,61.01140122,61.01140122,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3250.570061,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.98029659,46.55162263,,12.47928161,326.2950488,8.32e-07,
20,1262,1262_C_10_H_3_2_3_171.02,no,1262_C_10_H_3_2_3_171.02,1.564594359,0.42356272,171.025,185.94501,,61.01486654,61.01486654,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3250.743327,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.98172883,46.55090005,,12.47432436,326.3124414,8.32e-07,
21,1262,1262_C_10_H_3_5_6_171.05,no,1262_C_10_H_3_5_6_171.05,1.620999342,0.459603418,171.055,185.97501,,61.01833186,61.01833186,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3250.916593,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.98316106,46.55017747,,12.46936712,326.329834,8.32e-07,
22,1262,1262_C_10_H_3_8_9_171.08,no,1262_C_10_H_3_8_9_171.08,1.613380501,0.581146383,171.085,186.005,,61.02179719,61.02179719,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3251.089859,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.9845933,46.54945488,,12.46440987,326.3472266,8.32e-07,
23,1262,1262_C_10_H_3_11_12_171.11,no,1262_C_10_H_3_11_12_171.11,1.541806916,0.515887807,171.115,186.035,,61.02526251,61.02526251,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3251.263125,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.98602553,46.5487323,,12.45945262,326.3646192,8.32e-07,
24,1262,1262_C_10_H_3_14_15_171.14,no,1262_C_10_H_3_14_15_171.14,1.604404253,0.536283656,171.145,186.065,,61.02872783,61.02872783,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3251.436392,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.98745777,46.54800972,,12.45449537,326.3820118,8.32e-07,
25,1262,1262_C_10_H_3_18_19_171.18,no,1262_C_10_H_3_18_19_171.18,1.482515608,0.327650431,171.185,186.105,,61.03334826,61.03334826,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3251.667413,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.98936741,46.54704627,,12.44788571,326.4052019,8.32e-07,
26,1262,1262_C_10_H_3_20_21_171.2,no,1262_C_10_H_3_20_21_171.2,1.579212453,0.254477612,171.205,186.125,,61.03565847,61.03565847,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3251.782924,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.99032223,46.54656455,,12.44458088,326.416797,8.32e-07,
27,1262,1262_C_10_H_3_32_33_171.32,no,1262_C_10_H_3_32_33_171.32,1.464217078,0.331891864,171.325,186.245,,61.04951976,61.04951976,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3252.475988,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.99605117,46.54367421,,12.42475188,326.4863674,8.33e-07,
28,1262,1262_C_10_H_3_38_39_171.38,no,1262_C_10_H_3_38_39_171.38,1.629271605,0.477262315,171.385,186.30499,,61.05645041,61.05645041,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3252.82252,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,22.99891564,46.54222904,,12.41483739,326.5211526,8.33e-07,
29,1262,1262_C_10_H_3_41_42_171.41,no,1262_C_10_H_3_41_42_171.41,1.586262868,0.299938402,171.415,186.33501,,61.05991573,61.05991573,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3252.995786,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.00034787,46.54150646,,12.40988014,326.5385452,8.33e-07,
30,1262,1262_C_10_H_3_44_45_171.44,no,1262_C_10_H_3_44_45_171.44,1.57882697,0.327318738,171.445,186.36501,,61.06338105,61.06338105,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3253.169053,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.00178011,46.54078388,,12.40492289,326.5559378,8.33e-07,
31,1262,1262_C_10_H_3_47_48_171.47,no,1262_C_10_H_3_47_48_171.47,1.58881723,0.290748984,171.475,186.395,,61.06684637,61.06684637,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3253.342319,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.00321234,46.54006129,,12.39996565,326.5733304,8.33e-07,
32,1262,1262_C_10_H_3_50_51_171.5,no,1262_C_10_H_3_50_51_171.5,1.704693835,0.555054563,171.505,186.425,,61.07031169,61.07031169,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3253.515585,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.00464458,46.53933871,,12.3950084,326.590723,8.33e-07,
33,1262,1262_C_10_H_3_54_55_171.54,no,1262_C_10_H_3_54_55_171.54,1.607032767,0.596709197,171.545,186.465,,61.07493212,61.07493212,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3253.746606,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.00655422,46.53837526,,12.38839873,326.6139131,8.33e-07,
34,1262,1262_C_10_H_3_56_57_171.56,no,1262_C_10_H_3_56_57_171.56,1.56545255,0.341220412,171.565,186.485,,61.07724234,61.07724234,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3253.862117,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.00750904,46.53789354,,12.3850939,326.6255082,8.33e-07,
35,1262,1262_C_10_H_3_59_60_171.59,no,1262_C_10_H_3_59_60_171.59,1.643192151,0.427743209,171.595,186.515,,61.08070766,61.08070766,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3254.035383,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.00894128,46.53717096,,12.38013665,326.6429008,8.33e-07,
36,1262,1262_C_10_H_3_62_63_171.62,no,1262_C_10_H_3_62_63_171.62,1.603969023,0.424817206,171.625,186.545,,61.08417298,61.08417298,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3254.208649,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.01037351,46.53644837,,12.37517941,326.6602934,8.33e-07,
37,1262,1262_C_10_H_3_65_66_171.65,no,1262_C_10_H_3_65_66_171.65,1.688972719,0.509295781,171.655,186.575,,61.0876383,61.0876383,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3254.381915,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.01180575,46.53572579,,12.37022216,326.677686,8.33e-07,
38,1262,1262_C_10_H_3_68_69_171.68,no,1262_C_10_H_3_68_69_171.68,1.701655295,0.548638004,171.685,186.605,,61.09110363,61.09110363,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3254.555181,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.01323798,46.53500321,,12.36526491,326.6950786,8.33e-07,
39,1262,1262_C_10_H_3_74_75_171.74,no,1262_C_10_H_3_74_75_171.74,1.569539694,0.48492098,171.745,186.66499,,61.09803427,61.09803427,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3254.901714,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.01610245,46.53355804,,12.35535041,326.7298638,8.34e-07,
40,1262,1262_C_10_H_3_77_78_171.77,no,1262_C_10_H_3_77_78_171.77,1.62332084,0.592119372,171.775,186.69501,,61.10149959,61.10149959,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3255.07498,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.01760418,46.53306657,,12.35039317,326.7472564,8.34e-07,
41,1262,1262_C_10_H_3_80_81_171.8,no,1262_C_10_H_3_80_81_171.8,1.371691716,0.337629085,171.805,186.72501,,61.10496491,61.10496491,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3255.248246,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.019197,46.53287807,,12.34543592,326.764649,8.34e-07,
42,1262,1262_C_10_H_3_83_84_171.83,no,1262_C_10_H_3_83_84_171.83,1.536510043,0.490011531,171.835,186.755,,61.10843024,61.10843024,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3255.421512,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.02078983,46.53268956,,12.34047867,326.7820416,8.34e-07,
43,1262,1262_C_10_H_3_89_90_171.89,no,1262_C_10_H_3_89_90_171.89,1.404097218,0.326210673,171.895,186.815,,61.11536088,61.11536088,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3255.768044,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.02397547,46.53231254,,12.33056418,326.8168268,8.34e-07,
44,1262,1262_C_10_H_3_92_93_171.92,no,1262_C_10_H_3_92_93_171.92,1.536228842,0.562854677,171.925,186.845,,61.1188262,61.1188262,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3255.94131,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.0255683,46.53212404,,12.32560693,326.8342194,8.34e-07,
45,1262,1262_C_10_H_3_95_96_171.95,no,1262_C_10_H_3_95_96_171.95,1.448555558,0.565984261,171.955,186.875,,61.12229152,61.12229152,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3256.114576,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.02716112,46.53193553,,12.32064968,326.851612,8.34e-07,
46,1262,1262_C_10_H_3_98_99_171.98,no,1262_C_10_H_3_98_99_171.98,1.444859339,0.412439633,171.985,186.905,,61.12575685,61.12575685,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3256.287842,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.02875395,46.53174702,,12.31569243,326.8690046,8.34e-07,
47,1262,1262_C_10_H_3_101_102_172.01,no,1262_C_10_H_3_101_102_172.01,1.361713102,0.467825423,172.015,186.935,,61.12922217,61.12922217,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3256.461108,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.03034677,46.53155852,,12.31073518,326.8863972,8.34e-07,
48,1262,1262_C_10_H_3_107_108_172.07,no,1262_C_10_H_3_107_108_172.07,1.40722753,0.418116432,172.075,186.995,,61.13615281,61.13615281,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3256.807641,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.03353242,46.5311815,,12.30082069,326.9211824,8.34e-07,
49,1262,1262_C_10_H_3_110_111_172.1,no,1262_C_10_H_3_110_111_172.1,1.323495725,0.269277872,172.105,187.02499,,61.13961814,61.13961814,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3256.980907,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.03512525,46.53099299,,12.29586344,326.938575,8.34e-07,
50,1262,1262_C_10_H_3_113_114_172.13,no,1262_C_10_H_3_113_114_172.13,1.331569616,0.382826134,172.135,187.05499,,61.14308346,61.14308346,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3257.154173,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.03671807,46.53080449,,12.29090619,326.9559676,8.34e-07,
51,1262,1262_C_10_H_3_116_117_172.16,no,1262_C_10_H_3_116_117_172.16,1.312508877,0.399963654,172.165,187.08501,,61.14654878,61.14654878,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3257.327439,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.03831089,46.53061598,,12.28594894,326.9733602,8.35e-07,
52,1262,1262_C_10_H_3_122_123_172.22,no,1262_C_10_H_3_122_123_172.22,1.32030723,0.440478017,172.225,187.145,,61.15347942,61.15347942,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3257.673971,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.04149654,46.53023897,,12.27603445,327.0081454,8.35e-07,
53,1262,1262_C_10_H_3_125_126_172.25,no,1262_C_10_H_3_125_126_172.25,1.236312482,0.336711674,172.255,187.175,,61.15694475,61.15694475,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3257.847237,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.04308937,46.53005046,,12.2710772,327.025538,8.35e-07,
54,1262,1262_C_10_H_3_128_129_172.28,no,1262_C_10_H_3_128_129_172.28,1.296386179,0.366186849,172.285,187.205,,61.16041007,61.16041007,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3258.020503,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.04468219,46.52986195,,12.26611995,327.0429306,8.35e-07,
55,1262,1262_C_10_H_3_134_135_172.34,no,1262_C_10_H_3_134_135_172.34,1.113517673,0.202264408,172.345,187.265,,61.16734071,61.16734071,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3258.367036,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.04786784,46.52948494,,12.25620546,327.0777159,8.35e-07,
56,1262,1262_C_10_H_3_143_144_172.43,no,1262_C_10_H_3_143_144_172.43,1.114917695,0.384018889,172.435,187.355,,61.17773668,61.17773668,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3258.886834,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.05264631,46.52891942,,12.24133371,327.1298937,8.35e-07,
57,1262,1262_C_10_H_3_146_147_172.46,no,1262_C_10_H_3_146_147_172.46,1.108039981,0.38248073,172.465,187.38499,,61.181202,61.181202,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3259.0601,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.05423914,46.52873091,,12.23637647,327.1472863,8.35e-07,
58,1262,1262_C_10_H_3_149_150_172.49,no,1262_C_10_H_3_149_150_172.49,1.116002563,0.314756314,172.495,187.41499,,61.18466732,61.18466732,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3259.233366,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.05583196,46.5285424,,12.23141922,327.1646789,8.35e-07,
59,1262,1262_C_10_H_4_2_3_172.52,no,1262_C_10_H_4_2_3_172.52,1.148524346,0.362421553,172.525,187.44501,,61.18813264,61.18813264,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3259.406632,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.05742479,46.5283539,,12.22646197,327.1820715,8.35e-07,
60,1262,1262_C_10_H_4_5_6_172.55,no,1262_C_10_H_4_5_6_172.55,1.218525066,0.400721774,172.555,187.47501,,61.19159797,61.19159797,Nuttallides truempyi,Barnet et al. (2019),,,,,,,,,,,,,,,,,,,,,3259.579898,,,,,,,,,,,,,,,,,,-27.186,1.577,Atlantic,Nuttallides truempyi,Nuttallides umbonifera,,,,,,,23.05901761,46.52816539,,12.22150472,327.1994641,8.35e-07,
