,foram_database_idx,core,sample_id,sample_mix_id,s_id_species,agilent_id,run_name,run_order,time,sample_name,rank,sum_sq_resid
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151634,Carbonates_TE_20smps_JB_20211215_2.b,7,2021-12-15 16:34:27,5,1,0.07869784885129479
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151612,Carbonates_TE_20smps_JB_20211215_2.b,3,2021-12-15 16:12:30,1,2,0.08077806523730623
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151718,Carbonates_TE_20smps_JB_20211215_2.b,15,2021-12-15 17:18:25,14,3,0.08723669333271658
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151628,Carbonates_TE_20smps_JB_20211215_2.b,6,2021-12-15 16:28:58,4,4,0.09585216998808915
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151924,Carbonates_TE_20smps_JB_20211215_2.b,38,2021-12-15 19:24:57,18,5,0.18276582659768326
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151908,Carbonates_TE_20smps_JB_20211215_2.b,35,2021-12-15 19:08:26,12,6,0.19110982620733868
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151824,Carbonates_TE_20smps_JB_20211215_2.b,27,2021-12-15 18:24:27,3,7,0.21689662973267668
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151617,Carbonates_TE_20smps_JB_20211215_2.b,4,2021-12-15 16:17:59,2,8,0.31805995709642565
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151656,Carbonates_TE_20smps_JB_20211215_2.b,11,2021-12-15 16:56:27,7,9,0.3357225855897091
1720,,522,552_34_3_15.5-20.0,552_34_3_15.5-20.0,552_34_3_15.5-20.0_Cibicidoides praemundulus,STG202112151829,Carbonates_TE_20smps_JB_20211215_2.b,28,2021-12-15 18:29:56,6,10,0.3466997938286701
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151617,Carbonates_TE_20smps_JB_20211215_2.b,4,2021-12-15 16:17:59,2,1,0.07999422753437058
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151656,Carbonates_TE_20smps_JB_20211215_2.b,11,2021-12-15 16:56:27,7,2,0.14448546092894085
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151718,Carbonates_TE_20smps_JB_20211215_2.b,15,2021-12-15 17:18:25,14,3,0.16657148919844894
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151824,Carbonates_TE_20smps_JB_20211215_2.b,27,2021-12-15 18:24:27,3,4,0.2301611247516707
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151634,Carbonates_TE_20smps_JB_20211215_2.b,7,2021-12-15 16:34:27,5,5,0.24008543772295834
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151829,Carbonates_TE_20smps_JB_20211215_2.b,28,2021-12-15 18:29:56,6,6,0.28066687345102426
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202307171436,Carbonates_TE_19smps_JB_RG_20230717.b,10,2023-07-17 14:36:24,1,7,0.28877791862498936
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151712,Carbonates_TE_20smps_JB_20211215_2.b,14,2021-12-15 17:12:56,11,8,0.345992879225299
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202112151701,Carbonates_TE_20smps_JB_20211215_2.b,12,2021-12-15 17:01:56,8,9,0.37342354820214085
1721,,522,552_37_3_24.0-29.0,552_37_3_24.0-29.0,552_37_3_24.0-29.0_Cibicidoides praemundulus,STG202307171509,Carbonates_TE_19smps_JB_RG_20230717.b,16,2023-07-17 15:09:30,6,10,0.43338193058058794
1722,,522,552_34_1_111.0-116.0,552_34_1_111.0-116.0,552_34_1_111.0-116.0_Cibicidoides praemundulus,STG202112151824,Carbonates_TE_20smps_JB_20211215_2.b,27,2021-12-15 18:24:27,3,1,0.00184400635254435
1722,,522,552_34_1_111.0-116.0,552_34_1_111.0-116.0,552_34_1_111.0-116.0_Cibicidoides praemundulus,STG202112151829,Carbonates_TE_20smps_JB_20211215_2.b,28,2021-12-15 18:29:56,6,2,0.08174518450936309
