,region,core,lat,long,water_depth_m,temp_c,pH_total,DCO3_c,DCO3_a,B_umolkg,borate_bicarbonate_molmol,species,B_Ca_umolmol,reference,salinity,pH foram,pressure_bar,KspC,KspA,CO3sat_c,CO3sat_a,omega_c,omega_a,CO3_mmolkg,log(omega_c),omega_c_linpred,omega_c_logpred,lin_r_sq,log_r_sq,DCO3_c_linpred,lin_DCO3_r_sq
56,Atlantic,GeoB4403-1,6.134,43.441,4503,1.44429,7.902331142598509,-2.9388418122230746,-54.57326168125989,413.52064000000007,0.029922642480545877,Cibicidoides wuellerstorfi,179.9101384555392,Yu and Elderfield (2007),35.0,,452.0150549082,1.058285834494536e-06,1.5914737366437719e-06,105.82858344945359,159.1473736643772,0.9722301696155015,0.6570897751894519,,-0.028162702538448405,1.088316333815855,1.067306655918869,0.701648866704037,0.7485018946413058,5.6822596472845674,0.7722872286249991
57,Atlantic,GeoB4420-1,16.472,46.463,2763,2.83912,7.9790428913476035,35.82774338075755,-2.996760269548389,415.2547657142857,0.030942880481812582,Cibicidoides wuellerstorfi,221.65363173659443,Yu and Elderfield (2007),35.0,,277.3523421522,7.483076228463075e-07,1.148412334092939e-06,74.83076228463075,114.84123340929389,1.47878362169399,0.9739051890981705,,0.39121987261597085,1.5014963079848815,1.4861332372905547,0.701648866704037,0.7485018946413058,35.587210475386584,0.7722872286249991
58,Atlantic,GeoB4421-2,16.99,46.01,3176,2.62288,7.954534972223038,26.6291756435226,-14.887291438637646,415.06102857142855,0.030381725878125827,Cibicidoides wuellerstorfi,227.99602479928035,Yu and Elderfield (2007),35.0,,318.8096412144,8.119252549992908e-07,1.2399824202495096e-06,81.19252549992908,123.99824202495094,1.3279757031765917,0.8799394959515473,,0.2836557550861127,1.5642737517451928,1.5627933242628458,0.701648866704037,0.7485018946413058,40.13088753171469,0.7722872286249991
59,Atlantic,GeoB4424-2,18.195,44.018,4779,2.10234,7.884651497343499,-7.654298672803392,-60.996364137389804,414.32768,0.030513759798029998,Cibicidoides wuellerstorfi,181.30150140608117,Yu and Elderfield (2007),35.0,,479.7201748626,1.1061742144198047e-06,1.6571200113253236e-06,110.61742144198047,165.71200113253235,0.930803859165908,0.6319134177336594,,-0.0717067014883495,1.102088140216772,1.0791484792528474,0.701648866704037,0.7485018946413058,6.67902913995384,0.7722872286249991
60,Atlantic,HU91-045-093,50.204666,45.685833,3448,2.17577,7.988218025960923,28.58323605919348,-14.939780647086053,414.84470857142855,0.03360550079102081,Cibicidoides wuellerstorfi,200.60865378386293,Yu and Elderfield (2007),35.0,,346.1132376912,8.588546444523008e-07,1.3077503087315048e-06,85.88546444523008,130.77503087315046,1.3328064445342933,0.8857596855658372,,0.2872868277536049,1.2931916654301192,1.2576994110113844,0.701648866704037,0.7485018946413058,20.51063251346146,0.7722872286249991
61,Atlantic,OMEX 12B,48.9988,13.2087,3656,2.51787,7.963988655775244,24.924392122959716,-19.851664712345723,414.9623771428572,0.03232257379889979,Cibicidoides wuellerstorfi,218.21209283332942,Yu and Elderfield (2007),35.0,,366.99245852639996,8.910715316213241e-07,1.3529857197124322e-06,89.1071531621324,135.2985719712432,1.2797125846632003,0.8532751349617713,,0.24663550948604507,1.4674317186708365,1.4461214320211893,0.701648866704037,0.7485018946413058,33.12169924032544,0.7722872286249991
62,Atlantic,OMEX 14B,48.588,13.3395,4335,2.50499,7.917237266057767,7.19118711528381,-42.46039027468049,414.84470857142855,0.03147420340470718,Cibicidoides wuellerstorfi,184.72908589585967,Yu and Elderfield (2007),35.0,,435.151068849,1.0133939522544887e-06,1.5259739722657336e-06,101.33939522544887,152.59739722657335,1.0709614173173783,0.7217489220236423,,0.06855676590295313,1.1360146077841513,1.1088840263568664,0.701648866704037,0.7485018946413058,9.134543462529948,0.7722872286249991
63,Indian,WIND 1B,-35.121833333333335,-35.535333333333334,4156,1.13603,7.851104508908013,-9.637435879091342,-58.79549981520181,412.9049600000001,0.025383115809096298,Cibicidoides wuellerstorfi,170.00148159565524,Yu and Elderfield (2007),35.0,,417.1828932264,9.939072567791373e-07,1.501355976190169e-06,99.39072567791372,150.1355976190169,0.9030348574944258,0.6083840158654387,,-0.10199412443374435,0.9902397651431838,0.9866494284369316,0.701648866704037,0.7485018946413058,-1.4162812959058897,0.7722872286249991
64,Indian,WIND 3B,-32.64416666666666,-48.494,3731,1.15576,7.850625808403559,-4.417501302440385,-50.42223610438455,412.63872,0.024117240027613923,Cibicidoides wuellerstorfi,170.42361364191063,Yu and Elderfield (2007),35.0,,374.5210237314,9.15551642467545e-07,1.3902404193720736e-06,91.5551642467545,139.02404193720736,0.951750386351396,0.6373128316384397,,-0.049452477781713085,0.9944180572375563,0.9899579125618504,0.701648866704037,0.7485018946413058,-1.1138667854278452,0.7722872286249991
65,Indian,WIND 5B,-31.569,-47.56916666666667,3684,1.25637,7.857583233160478,-2.0196177991832656,-47.63537917297745,412.7492571428572,0.024379644291279694,Cibicidoides wuellerstorfi,174.8611868150187,Yu and Elderfield (2007),35.0,,369.80312286960003,9.063982220371036e-07,1.3770478041342089e-06,90.63982220371035,137.7047804134209,0.9777182065224683,0.654076067439596,,-0.022533782855546355,1.0383414624181686,1.0254161471022458,0.701648866704037,0.7485018946413058,2.065201306559757,0.7722872286249991
66,Indian,WIND 6B,-31.273333333333333,-47.56433333333333,4150,1.06382,7.829897111120262,-13.539633695177343,-62.69535812017676,412.60900571428573,0.024098948825878184,Cibicidoides wuellerstorfi,145.972630277696,Yu and Elderfield (2007),35.0,,416.58060801000005,9.935100859965192e-07,1.5009345560661093e-06,99.35100859965192,150.09345560661095,0.8637192124567442,0.5822911940644578,,-0.1465075485798118,0.7524005383199801,0.8154648343379671,0.701648866704037,0.7485018946413058,-18.630499863604555,0.7722872286249991
67,Indian,WIND 10B,-29.124833333333335,-47.549,2871,1.86463,7.871161256337958,11.25216098257944,-28.60459977178344,412.95606857142855,0.023245186115980317,Cibicidoides wuellerstorfi,197.62789611130097,Yu and Elderfield (2007),35.0,,288.1934760474,7.695855229649862e-07,1.1804397700166785e-06,76.95855229649862,118.04397700166786,1.14621066336108,0.7576784474875894,,0.13646142632122546,1.2636879205024703,1.2283180869405446,0.701648866704037,0.7485018946413058,18.375223983363483,0.7722872286249991
68,Indian,WIND 12B,-25.8465,-47.92283333333334,4196,1.00049,7.811420321231135,-17.616470045285496,-67.16082155823345,412.5353142857143,0.023226080791850998,Cibicidoides wuellerstorfi,151.65149054153008,Yu and Elderfield (2007),35.0,,421.1981280024,1.0029809760547704e-06,1.514442474001354e-06,100.29809760547704,151.44424740013537,0.8243588815155802,0.556531048810419,,-0.1931493080709815,0.8086102886952646,0.8530289453116643,0.701648866704037,0.7485018946413058,-14.562176309411399,0.7722872286249991
69,Indian,WIND 13B,-23.938666666666666,-48.9985,4065,1.14767,7.822954059656085,-13.047359415862914,-61.51218364155412,412.58523428571425,0.023478558538733218,Cibicidoides wuellerstorfi,152.4364111835201,Yu and Elderfield (2007),35.0,,408.04823411100006,9.765822159575526e-07,1.476830005659345e-06,97.65822159575526,147.6830005659345,0.8663977368964292,0.5834850090678418,,-0.14341119537583463,0.8163794873197927,0.858355331104164,0.701648866704037,0.7485018946413058,-13.999860811649086,0.7722872286249991
70,Indian,WIND 22B,-13.614166666666666,-51.18966666666667,3838,1.41037,7.8333212473640135,-6.745114782758975,-53.38853311235769,412.69696,0.02340117122356999,Cibicidoides wuellerstorfi,171.87100883094308,Yu and Elderfield (2007),35.0,,385.26177675720004,9.324145533711066e-07,1.413744152769471e-06,93.24145533711066,141.3744152769471,0.9276597007374854,0.6223607149301266,,-0.07509031523898259,1.008744474597749,1.0013864183428383,0.701648866704037,0.7485018946413058,-0.07695591490204379,0.7722872286249991
71,Indian,WIND 25B,-11.802333333333333,-50.57383333333333,3935,1.23494,7.825341515189273,-10.239791470725748,-57.68853729286056,412.64941714285715,0.0231964151408498,Cibicidoides wuellerstorfi,162.36387699965906,Yu and Elderfield (2007),35.0,,394.998721089,9.516292158816148e-07,1.4413216047966066e-06,95.16292158816148,144.13216047966068,0.8923972562019407,0.5997524972852861,,-0.1138438910565223,0.9146422283381097,0.9286632034443871,0.701648866704037,0.7485018946413058,-6.887845171740139,0.7722872286249991
72,Indian,WIND 28B,-10.1555,-51.77033333333333,4147,1.08295,7.83720206074475,-11.64176172948875,-60.763235972374176,412.57453714285714,0.024345726645996532,Cibicidoides wuellerstorfi,152.9269657633224,Yu and Elderfield (2007),35.0,,416.2794654018,9.92740933655262e-07,1.4998102294715184e-06,99.2740933655262,149.98102294715184,0.8827311201259336,0.5948605044933915,,-0.12473463196856234,0.8212350303680598,0.8617010558217751,0.701648866704037,0.7485018946413058,-13.648428541984543,0.7722872286249991
73,Indian,WIND 33B,-11.211833333333333,-58.77066666666666,3520,1.57981,7.825625711276832,-3.561700237552728,-47.86101029386211,412.7754057142858,0.02223315410566483,Cibicidoides wuellerstorfi,184.3292193833009,Yu and Elderfield (2007),35.0,,353.340660288,8.754661693407201e-07,1.3324487148769991e-06,87.546616934072,133.2448714876999,0.9593165291557193,0.6408041093102765,,-0.04153419687227803,1.1320567014772283,1.1053732474144158,0.701648866704037,0.7485018946413058,8.848079933582753,0.7722872286249991
74,Indian,CD145 A3200,19.9995,-65.584,3190,1.70499,7.8221480931531175,2.0649322139624076,-39.933192788775926,412.8859428571429,0.020736573027090695,Cibicidoides wuellerstorfi,167.3084913725201,Yu and Elderfield (2007),35.0,,320.214973386,8.201722541966139e-07,1.2532575233642173e-06,82.01722541966139,125.32575233642173,1.0251768113758624,0.6813648269066032,,0.02486509661742677,0.9635843622677998,0.9658016793355155,0.701648866704037,0.7485018946413058,-3.3455338302155866,0.7722872286249991
75,Indian,E49-19,-43.52,-90.06,3036,1.50097,7.872803434671148,8.177371264399099,-32.88710278364272,412.9049600000001,0.02365369145511718,Cibicidoides wuellerstorfi,196.8109850484926,Yu and Elderfield (2007),35.0,,304.7563194984,7.970895024229108e-07,1.2204760855242583e-06,79.70895024229108,122.04760855242583,1.102590377110003,0.7305387366970325,,0.09766229968207218,1.255602078487357,1.2203863125313235,0.701648866704037,0.7485018946413058,17.7899906153812,0.7722872286249991
76,Indian,RC14-33,-2.4,-90.0,3810,1.19461,7.850141488529413,-3.9103817496823723,-50.46640572865758,412.62208000000004,0.02395018407149914,Cibicidoides wuellerstorfi,171.21120922348493,Yu and Elderfield (2007),35.0,,382.45111241399997,9.293164676951783e-07,1.4097333563018126e-06,92.93164676951784,140.97333563018125,0.9579219578516605,0.6420145305985572,,-0.04298896795001363,1.002213732598492,0.9961604260074151,0.701648866704037,0.7485018946413058,-0.549634966570963,0.7722872286249991
77,Pacific,131 BX,0.0,-162.7,4441,1.34537,7.784641376997855,-23.01683811322731,-74.23264968754742,412.41408000000007,0.02242174423977381,Cibicidoides wuellerstorfi,130.54937171306207,Yu and Elderfield (2007),35.0,,445.79144100540003,1.0470769622816293e-06,1.5759198857987354e-06,104.70769622816293,157.59198857987354,0.780180073267274,0.5289567042304087,,-0.24823052278012708,0.599740061813339,0.7215826457631755,0.701648866704037,0.7485018946413058,-29.679689874585378,0.7722872286249991
78,Pacific,79 BX,2.79,-156.23,2767,1.66765,7.834095470547391,6.686530146657262,-32.581273358410584,412.06107428571426,0.020512638985219465,Cibicidoides wuellerstorfi,207.26537279979868,Yu and Elderfield (2007),35.0,,277.7538656298,7.550495270160056e-07,1.1597976007297581e-06,75.50495270160056,115.97976007297581,1.088557503943917,0.719077937927186,,0.08485342890885807,1.3590803291444002,1.3258769662384682,0.701648866704037,0.7485018946413058,25.279492021882035,0.7722872286249991
79,Pacific,102BX,-3.6,-161.317,2300,1.92996,7.797156413631479,5.424564558686939,-30.901192088601036,411.90061714285713,0.018070296728723175,Cibicidoides wuellerstorfi,232.9,Yu and Elderfield (2007),35.0,,230.87599962,6.871661802243588e-07,1.0613886838505874e-06,68.71661802243588,106.13886838505873,1.0789410875389098,0.7088607353858785,,0.07598008565557753,1.6128136363474828,1.62476778933981,0.701648866704037,0.7485018946413058,43.64408505575396,0.7722872286249991
80,Pacific,128 BX,0.0,-161.43,3732,1.4677,7.78833172823807,-12.159260575806371,-58.008710176637564,412.25837714285717,0.020728812240577432,Cibicidoides wuellerstorfi,158.42137379486908,Yu and Elderfield (2007),35.0,,374.6214046008,9.130489431698425e-07,1.3861357021817513e-06,91.30489431698425,138.61357021817514,0.8668279431594004,0.5815077117966665,,-0.14291477269209946,0.8756190598325713,0.9000774571861306,0.701648866704037,0.7485018946413058,-9.7122461792233,0.7722872286249991
81,Pacific,88 BX,-0.05,-155.87,1924,2.29914,7.818490051246528,12.912589932075065,-21.151647155598496,411.6426971428572,0.01830775956966369,Cibicidoides wuellerstorfi,199.65162373659848,Yu and Elderfield (2007),35.0,,193.13279272559998,6.363007822436015e-07,9.87071951392338e-07,63.63007822436015,98.7071951392338,1.2029321712688326,0.7857132185170237,,0.18476205241778498,1.2837189160474707,1.2481901634985666,0.701648866704037,0.7485018946413058,19.8250181995907,0.7722872286249991
82,Pacific,89P,0.0,-155.85,1932,2.29679,7.818252457016397,12.809580070640095,-21.2999643892408,411.6450742857143,0.01831384939701382,Cibicidoides wuellerstorfi,200.21807160545944,Yu and Elderfield (2007),35.0,,193.9358396808,6.373256464125343e-07,9.885666982679278e-07,63.732564641253425,98.85666982679278,1.2009895591483633,0.7845369014902023,,0.1831458495949151,1.2893256561026996,1.2538097873545058,0.701648866704037,0.7485018946413058,20.23082026198439,0.7722872286249991
83,Pacific,5.5BC58,-0.013333333333333334,-162.2235,4341,1.33704,7.780945355215522,-22.42426556629077,-72.8708902266418,412.41408000000007,0.02202418677922309,Cibicidoides wuellerstorfi,148.3159636344121,Yu and Elderfield (2007),35.0,,435.7533540654,1.0274592141885779e-06,1.548307708995088e-06,102.74592141885779,154.83077089950882,0.781750309339529,0.529351369864729,,-0.24621988694291636,0.7755950134272369,0.8307606140842009,0.701648866704037,0.7485018946413058,-16.951740773304607,0.7722872286249991
84,Pacific,BC66,-0.0004,-162.7,4440,1.34535,7.784688088536399,-22.995134479591115,-74.20317017277912,412.41408000000007,0.022421462890653637,Cibicidoides wuellerstorfi,137.87434347399432,Yu and Elderfield (2007),35.0,,445.69106013600003,1.0468784886109784e-06,1.5756405939088998e-06,104.68784886109783,157.56405939088998,0.7803457160524755,0.5290603043636143,,-0.24801823178569787,0.672243137264966,0.7647402939594864,0.701648866704037,0.7485018946413058,-24.432095504534686,0.7722872286249991
85,Pacific,1.5BC33,-0.9976666666666667,-157.84866666666667,2015,2.20428,7.802059305005328,9.255913191744973,-25.34413549478019,411.7033142857143,0.01781434076755793,Cibicidoides wuellerstorfi,190.813470977567,Yu and Elderfield (2007),35.0,,202.267451841,6.482692411496487e-07,1.0045958017434203e-06,64.82692411496487,100.45958017434202,1.1427788425582313,0.7477180827274328,,0.13346287751586852,1.1962382707624284,1.1637007755159043,0.701648866704037,0.7485018946413058,13.493384143701988,0.7722872286249991
86,Pacific,1BC7,-2.1791666666666667,-157.00133333333332,1614,2.84944,7.803124613210643,13.87128734111468,-18.380899784216396,411.3051428571428,0.01743019744870545,Cibicidoides wuellerstorfi,196.1876603477007,Yu and Elderfield (2007),35.0,,162.0147232116,5.966638225375708e-07,9.286568866683509e-07,59.666382253757085,92.8656886668351,1.23248078427348,0.8020700643252676,,0.20902903596000924,1.2494323676287549,1.2143686276448602,0.701648866704037,0.7485018946413058,17.34344211016584,0.7722872286249991
87,Pacific,1BC3,-2.2426666666666666,-156.99783333333335,1616,2.84837,7.803003894594378,13.834286391061163,-18.428721710248624,411.3039542857143,0.017429318620536614,Cibicidoides wuellerstorfi,194.95752501041034,Yu and Elderfield (2007),35.0,,162.2154849504,5.969047466315524e-07,9.290100217108845e-07,59.69047466315524,92.90100217108845,1.2317670695220753,0.8016305391807302,,0.20844978028955233,1.2372564032583577,1.2025796122777466,0.701648866704037,0.7485018946413058,16.462175740676955,0.7722872286249991
88,Pacific,1.5BC11,-1.0166666666666666,-157.83333333333334,2016,2.2031,7.802020276559667,9.238870246214447,-25.367148068223273,411.7045028571428,0.01781427210235967,Cibicidoides wuellerstorfi,186.1003230040807,Yu and Elderfield (2007),35.0,,202.36783271040002,6.484024748555356e-07,1.004790922873324e-06,64.84024748555356,100.47909228733239,1.1424866592045761,0.7475380450722746,,0.13320716687303788,1.1495872072103595,1.1210082207002157,0.701648866704037,0.7485018946413058,10.116894844071581,0.7722872286249991
89,Pacific,2BC13,0.008,-158.9128,2301,1.97669,7.792947267027105,4.924193785255682,-31.393806597333608,411.83762285714283,0.01791992873840857,Cibicidoides wuellerstorfi,180.80699969006344,Yu and Elderfield (2007),35.0,,230.97638048940001,6.871179878109286e-07,1.0612617234633618e-06,68.71179878109285,106.12617234633619,1.071664457525607,0.7041841243941046,,0.06921300761244963,1.0971935281421406,1.074924824039796,0.701648866704037,0.7485018946413058,6.324769150202698,0.7722872286249991
90,Pacific,3BC16,0.013833333333333333,-160.45166666666665,2959,1.66253,7.791936535395992,-2.206685454600006,-42.70470609201979,412.0539428571429,0.01913003850077469,Cibicidoides wuellerstorfi,190.33479157957936,Yu and Elderfield (2007),35.0,,297.0269925546,7.84165255183765e-07,1.2016841033980423e-06,78.4165255183765,120.16841033980423,0.9718594334547138,0.6446261877704609,,-0.028544100766900674,1.1915002690824028,1.1592916471636188,0.701648866704037,0.7485018946413058,13.150459229323943,0.7722872286249991
91,Pacific,3BC24,0.007833333333333333,-160.42533333333333,2965,1.66233,7.791877300919373,-2.2767297889671028,-42.81369167491563,412.0539428571429,0.01914083785850682,Cibicidoides wuellerstorfi,183.92145572516313,Yu and Elderfield (2007),35.0,,297.629277771,7.850909794922346e-07,1.2030141029545484e-06,78.50909794922346,120.30141029545484,0.9710004337275713,0.6441131357498875,,-0.02942836400958206,1.1280206286789582,1.101804579003735,0.701648866704037,0.7485018946413058,8.555958906145136,0.7722872286249991
92,Pacific,4BC51,-0.0235,-161.0165,3411,1.53607,7.802468820424494,-5.805016370362736,-49.3714762859877,412.1787428571429,0.02061032356089148,Cibicidoides wuellerstorfi,162.58416868601424,Yu and Elderfield (2007),35.0,,342.3991455234,8.574617492596583e-07,1.3068380019160429e-06,85.74617492596582,130.6838001916043,0.9322999961762161,0.622206606988771,,-0.07010063178094136,0.9168226906359114,0.9302869808072516,0.701648866704037,0.7485018946413058,-6.730028670760305,0.7722872286249991
93,Pacific,6BC74,0.0006666666666666666,-162.73466666666667,4438,1.34237,7.784786278637416,-22.963358814019543,-74.15779211346049,412.41408000000007,0.022419502847769335,Cibicidoides wuellerstorfi,150.96939659759062,Yu and Elderfield (2007),35.0,,445.4902983972,1.0465156786102067e-06,1.5751363158769077e-06,104.65156786102067,157.51363158769075,0.7805731984396513,0.5291976233042696,,-0.24772675938867028,0.8018588758166096,0.8484271783410183,0.701648866704037,0.7485018946413058,-15.050826976865551,0.7722872286249991
94,Pacific,2.5BC37,0.004666666666666667,-159.48383333333334,2445,1.88403,7.798649438279426,4.345114842672231,-32.86116363567652,411.92914285714284,0.018399833106206527,Cibicidoides wuellerstorfi,173.75308253495507,Yu and Elderfield (2007),35.0,,245.431225683,7.074414019496651e-07,1.090799517949394e-06,70.74414019496652,109.07995179493939,1.0614201378474226,0.6987424077941234,,0.059607764142379456,1.0273733698646623,1.0164446545025418,0.701648866704037,0.7485018946413058,1.2713577299190035,0.7722872286249991
95,Pacific,4.5BC53,-0.008833333333333334,-161.38866666666667,3711,1.46889,7.789191371218973,-11.763992489029505,-57.462885875966094,412.25837714285717,0.020718442850983936,Cibicidoides wuellerstorfi,154.75704207519811,Yu and Elderfield (2007),35.0,,372.5134063434,9.093438902085321e-07,1.3808667044027363e-06,90.9343890208532,138.08667044027362,0.8706320830249185,0.5838636293224232,,-0.13853579891772214,0.8393492518630616,0.8742981925546844,0.701648866704037,0.7485018946413058,-12.33736571957445,0.7722872286249991
96,Atlantic,T88 12B,44.1,24.9,3052,2.88629,7.980601935438129,34.297266018632854,-6.31279705929019,415.32608000000005,0.03210259574685752,Cibicidoides mundulus,141.56786211996382,Yu and Elderfield (2007),35.0,,306.3624134088,7.910911985000226e-07,1.2097325118089261e-06,79.10911985000226,120.9732511808926,1.4335437694625277,0.9478165875706639,,0.36014953915909603,1.4448237390965275,1.398622585372709,0.7943886562648657,0.807782319803358,30.005404584461957,0.7876849157436084
97,Atlantic,T88 13B,42.9,25.3,3133,2.77176,7.966946834815115,30.487208616188752,-10.688243842544594,415.2702171428572,0.031204679910793117,Cibicidoides mundulus,138.303991186313,Yu and Elderfield (2007),35.0,,314.4932638302,8.042636411015697e-07,1.2287760328415263e-06,80.42636411015698,122.87760328415261,1.3790698355384008,0.91301715237863,,0.3214092396887204,1.3578705343844302,1.3322473493307196,0.7943886562648657,0.807782319803358,25.90259809296424,0.7876849157436084
98,Atlantic,T88 14B,40.4,25.8,2858,2.96067,7.985297108545343,37.02619649821007,-2.338365436844043,415.35104,0.03185120521527859,Cibicidoides mundulus,145.72291724046593,Yu and Elderfield (2007),35.0,,286.8885247452,7.615637430882367e-07,1.1672736238682104e-06,76.15637430882367,116.72736238682104,1.4861864398646945,0.9799672896823028,,0.396213402668316,1.5555190961825192,1.4879274009229153,0.7943886562648657,0.807782319803358,35.2284625630011,0.7876849157436084
99,Atlantic,T88 15aB,38.9,25.0,2738,2.99981,7.983661282002601,37.69087020049302,-0.9223342772422711,415.3569828571429,0.03135028127873933,Cibicidoides mundulus,143.65826026758307,Yu and Elderfield (2007),35.0,,274.8428204172,7.438502981889197e-07,1.1417604226735712e-06,74.38502981889197,114.17604226735712,1.506699671859518,0.9919218230118494,,0.409921611037545,1.5005143046105287,1.4428607045876864,0.7943886562648657,0.807782319803358,32.63311237812579,0.7876849157436084
100,Atlantic,T88 17B,35.4,29.4,2934,2.90772,7.96884504972899,32.9313802558663,-6.926616725389948,415.3748114285715,0.030825179985157193,Cibicidoides mundulus,156.7517987040933,Yu and Elderfield (2007),35.0,,294.51747081959996,7.731441335751111e-07,1.1839756963355002e-06,77.3144133575111,118.39756963355002,1.425941022194499,0.9414969686723437,,0.35483196222691243,1.8493409436596648,1.7536111185417353,0.7943886562648657,0.807782319803358,49.09217451202582,0.7876849157436084
101,Atlantic,T90 4B,47.2,21.387,3945,2.55605,7.937199480141921,16.165360613362367,-30.61419048107706,414.9802057142857,0.03153383237029091,Cibicidoides mundulus,122.67034184537611,Yu and Elderfield (2007),35.0,,396.002529783,9.410610725615041e-07,1.4237913515277656e-06,94.10610725615041,142.37913515277654,1.1717780182890931,0.7849812021387317,,0.15852226902538843,0.9413724745119874,1.0554622059136742,0.7943886562648657,0.807782319803358,6.250522595588848,0.7876849157436084
102,Atlantic,T90 5B,46.0,23.848,3069,2.87411,7.989247920908519,36.056550903489125,-4.666575697508748,415.31300571428574,0.032775523276569914,Cibicidoides mundulus,138.76968792303924,Yu and Elderfield (2007),35.0,,308.0688881886,7.937635625559602e-07,1.213579090834861e-06,79.37635625559602,121.35790908348609,1.4542479978217335,0.9615469998391415,,0.37448892703057,1.3702772209555252,1.3415216884395227,0.7943886562648657,0.807782319803358,26.487996116767988,0.7876849157436084
103,Atlantic,T90 7B,46.295,23.605,3752,2.64747,7.955365056295535,22.56455736146144,-22.8078999449243,415.11213714285714,0.03222824816200935,Cibicidoides mundulus,144.93307643044164,Yu and Elderfield (2007),35.0,,376.6290219888,9.06418569493895e-07,1.3745271059255763e-06,90.6418569493895,137.45271059255762,1.248941914043757,0.8340672959696493,,0.22229672409223425,1.5344768457258846,1.470523103526913,0.7943886562648657,0.807782319803358,34.235603449239306,0.7876849157436084
104,Atlantic,T90 8B,46.2,23.715,3393,2.79718,7.953569727475462,25.655015929504955,-17.20653807605656,415.21197714285717,0.031142003646934046,Cibicidoides mundulus,134.8050162339624,Yu and Elderfield (2007),35.0,,340.59228987420005,8.452751775828412e-07,1.2873001345884147e-06,84.52751775828412,128.73001345884146,1.303510816475983,0.8663362364864665,,0.26506125238229433,1.2646538933164808,1.2645854565418235,0.7943886562648657,0.807782319803358,21.504257153656766,0.7876849157436084
105,Atlantic,T90 10B,45.355,27.152,2162,3.31248,8.03843507877812,54.37648043414504,19.23832554579161,414.9195885714286,0.03369093064849595,Cibicidoides mundulus,169.2635656759008,Yu and Elderfield (2007),35.0,,217.02343964279999,6.635433428416776e-07,1.0254040556542274e-06,66.35433428416775,102.54040556542274,1.8194864890253197,1.1876170221846567,,0.5985543123900311,2.1826685344025725,2.1128973280911656,0.7943886562648657,0.807782319803358,64.81992839554701,0.7876849157436084
106,Atlantic,T90 11B,45.0,24.66,3208,2.7872,7.96826977103843,29.852860202255258,-11.800285451932083,415.28091428571435,0.03168561641196822,Cibicidoides mundulus,144.49785294192984,Yu and Elderfield (2007),35.0,,322.0218290352,8.158612261032029e-07,1.2453341295535945e-06,81.58612261032029,124.53341295535944,1.3659061032332844,0.9052440210872399,,0.31181802030377836,1.5228820008740542,1.4610200162109896,0.7943886562648657,0.807782319803358,33.68851142562144,0.7876849157436084
107,Atlantic,T90 13B,44.0,20.017,4016,2.57709,7.920851333164139,11.762191572079502,-35.51261003718011,414.99446857142857,0.03074268021966674,Cibicidoides mundulus,127.06026860488844,Yu and Elderfield (2007),35.0,,403.1295715104,9.535872445171499e-07,1.441463819296484e-06,95.35872445171499,144.14638192964838,1.1233467796440093,0.7536350925928041,,0.11631242563402451,1.058325077096678,1.126791072700716,0.7943886562648657,0.807782319803358,11.76882291207238,0.7876849157436084
108,Atlantic,T90 15B,47.6,20.922,4177,2.55332,7.921102555039386,9.992688451328604,-38.46215345979651,414.9172114285715,0.0312645911472631,Cibicidoides mundulus,117.23453280413001,Yu and Elderfield (2007),35.0,,419.2908914838,9.832341746767116e-07,1.4833753313077225e-06,98.32341746767116,148.33753313077224,1.101630808902815,0.7407119247029083,,0.09679163545482114,0.7965563877402464,0.9733647657207322,0.7943886562648657,0.807782319803358,-0.5824904353585794,0.7876849157436084
109,Atlantic,CD113A-SiteA,52.92,16.92,3600,2.51248,7.947205566973908,21.484281218064808,-22.909955077441182,414.9706971428572,0.031013411537823554,Cibicidoides mundulus,124.34480635984477,Yu and Elderfield (2007),35.0,,361.37112984,8.816342305492401e-07,1.3395816449864478e-06,88.16342305492401,133.95816449864475,1.243687012976805,0.828976791648463,,0.21808036537555428,0.9859820986881718,1.0821206014597398,0.7943886562648657,0.807782319803358,8.35538642733971,0.7876849157436084
110,Atlantic,CD113A-SiteB,57.43,15.68,1100,6.00236,8.070582782926534,79.94115813552797,50.82633146380964,417.23492571428574,0.03492324489580708,Cibicidoides mundulus,168.36747167769948,Yu and Elderfield (2007),35.0,,110.41895634000001,5.337625942288133e-07,8.330990711751346e-07,53.376259422881326,83.30990711751345,2.4976912769810693,1.610087482058,,0.9153668159877154,2.15879557911395,2.0848801646889856,0.7943886562648657,0.807782319803358,63.69350509402875,0.7876849157436084
111,Atlantic,BOFS 11K,55.2,20.4,2004,3.42071,8.04105171942397,56.45266729979337,22.22228077378442,415.11926857142856,0.03338843141253994,Cibicidoides mundulus,163.33772007773462,Yu and Elderfield (2007),35.0,,201.1632622776,6.429316737885123e-07,9.953702416043167e-07,64.29316737885124,99.53702416043167,1.878050803861361,1.2232564310739993,,0.6302344325295204,2.0247973207840664,1.9343765926087302,0.7943886562648657,0.807782319803358,57.370921286502295,0.7876849157436084
