,region,core,lat,long,water_depth_m,temp_c,pH_total,DCO3_c,DCO3_a,B_umolkg,borate_bicarbonate_molmol,species,B_Ca_umolmol,reference,salinity,pH foram,pressure_bar,KspC,KspA,CO3sat_c,CO3sat_a,omega_c,omega_a,CO3_mmolkg,log(omega_c),omega_c_linpred,omega_c_logpred,lin_r_sq,log_r_sq,DCO3_c_linpred,lin_DCO3_r_sq
20,Atlantic,T88 13B,42.9,25.3,3133,2.77176,7.966946834815115,30.487208616188752,-10.688243842544594,415.2702171428572,0.031204679910793117,Cibicidoides wuellerstorfi,211.25739229508883,Yu and Elderfield (2007),35.0,,314.4932638302,8.042636411015697e-07,1.2287760328415263e-06,80.42636411015698,122.87760328415261,1.3790698355384008,0.91301715237863,,0.3214092396887204,1.398593613306816,1.3685230534313828,0.701648866704037,0.7485018946413058,28.1393663957801,0.7722872286249991
21,Atlantic,T88 14B,40.4,25.8,2858,2.96067,7.985297108545343,37.02619649821007,-2.338365436844043,415.35104,0.03185120521527859,Cibicidoides wuellerstorfi,209.888874313397,Yu and Elderfield (2007),35.0,,286.8885247452,7.615637430882367e-07,1.1672736238682104e-06,76.15637430882367,116.72736238682104,1.4861864398646945,0.9799672896823028,,0.396213402668316,1.3850479279824426,1.353751069241821,0.701648866704037,0.7485018946413058,27.158962990767478,0.7722872286249991
22,Atlantic,T88 15aB,38.9,25.0,2738,2.99981,7.983661282002601,37.69087020049302,-0.9223342772422711,415.3569828571429,0.03135028127873933,Cibicidoides wuellerstorfi,225.42913487417908,Yu and Elderfield (2007),35.0,,274.8428204172,7.438502981889197e-07,1.1417604226735712e-06,74.38502981889197,114.17604226735712,1.506699671859518,0.9919218230118494,,0.409921611037545,1.5388664983127298,1.5313023051844656,0.701648866704037,0.7485018946413058,38.29197298581248,0.7722872286249991
23,Atlantic,T88 17B,35.4,29.4,2934,2.90772,7.96884504972899,32.9313802558663,-6.926616725389948,415.3748114285715,0.030825179985157193,Cibicidoides wuellerstorfi,209.3521474033022,Yu and Elderfield (2007),35.0,,294.51747081959996,7.731441335751111e-07,1.1839756963355002e-06,77.3144133575111,118.39756963355002,1.425941022194499,0.9414969686723437,,0.35483196222691243,1.379735368025956,1.3480011867260715,0.701648866704037,0.7485018946413058,26.774452960750708,0.7722872286249991
24,Atlantic,T88 19B,31.308,30.475,3726,2.51401,7.9510875105215115,21.42399027949523,-23.83828906562256,414.92196571428576,0.031630403757475306,Cibicidoides wuellerstorfi,194.4279973862823,Yu and Elderfield (2007),35.0,,374.01911938439997,9.030792399053965e-07,1.3700456424466146e-06,90.30792399053965,137.00456424466148,1.2372326738652473,0.8260036868329995,,0.2128771710057935,1.2320151023306678,1.1975401797497855,0.701648866704037,0.7485018946413058,16.0828232639915,0.7722872286249991
25,Atlantic,T90-1B,58.5,20.493,2911,2.62757,7.9847671650922285,34.25950575875126,-5.564494925977272,415.6125257142857,0.03195676777391387,Cibicidoides wuellerstorfi,226.4581052072354,Yu and Elderfield (2007),35.0,,292.2087108234,7.713046916835703e-07,1.1817741736028957e-06,77.13046916835702,118.17741736028957,1.4441760322236743,0.9529140587916836,,0.3675389390127789,1.5490513176034972,1.543848951615506,0.701648866704037,0.7485018946413058,39.02912516918259,0.7722872286249991
26,Atlantic,T90-2B,53.1,20.8,2731,2.79752,7.98701206830753,37.44734720759293,-1.196486411342491,415.34272,0.031412839057324254,Cibicidoides wuellerstorfi,214.44008727377317,Yu and Elderfield (2007),35.0,,274.1401543314,7.438807614052617e-07,1.1421072611929268e-06,74.38807614052617,114.21072611929269,1.5034052384531538,0.9895238700251957,,0.40773269415928076,1.4300961476114256,1.4035038862314286,0.701648866704037,0.7485018946413058,30.41944238744604,0.7722872286249991
27,Atlantic,T90-3B,47.673,20.808,4479,2.56814,7.907004147352799,3.610390507530994,-47.08053215681625,414.92077714285716,0.03132675965518091,Cibicidoides wuellerstorfi,197.82584870359068,Yu and Elderfield (2007),35.0,,449.6059140426,1.0403650780261828e-06,1.5637481660778658e-06,104.03650780261827,156.37481660778658,1.0347031112807126,0.6989251007411131,,0.034114536564145134,1.265647268907221,1.230247848708526,0.701648866704037,0.7485018946413058,18.517036804318863,0.7722872286249991
28,Atlantic,T90 4B,47.2,21.387,3945,2.55605,7.937199480141921,16.165360613362367,-30.61419048107706,414.9802057142857,0.03153383237029091,Cibicidoides wuellerstorfi,186.77652118963317,Yu and Elderfield (2007),35.0,,396.002529783,9.410610725615041e-07,1.4237913515277656e-06,94.10610725615041,142.37913515277654,1.1717780182890931,0.7849812021387317,,0.15852226902538843,1.1562802634660636,1.1270357383874592,0.701648866704037,0.7485018946413058,10.601321802612105,0.7722872286249991
29,Atlantic,T90 7B,46.295,23.605,3752,2.64747,7.955365056295535,22.56455736146144,-22.8078999449243,415.11213714285714,0.03222824816200935,Cibicidoides wuellerstorfi,207.5375096160952,Yu and Elderfield (2007),35.0,,376.6290219888,9.06418569493895e-07,1.3745271059255763e-06,90.6418569493895,137.45271059255762,1.248941914043757,0.8340672959696493,,0.22229672409223425,1.3617739581124115,1.3287414737916563,0.701648866704037,0.7485018946413058,25.474450264956445,0.7722872286249991
30,Atlantic,T90 8B,46.2,23.715,3393,2.79718,7.953569727475462,25.655015929504955,-17.20653807605656,415.21197714285717,0.031142003646934046,Cibicidoides wuellerstorfi,189.80956747590943,Yu and Elderfield (2007),35.0,,340.59228987420005,8.452751775828412e-07,1.2873001345884147e-06,84.52751775828412,128.73001345884146,1.303510816475983,0.8663362364864665,,0.26506125238229433,1.1863015646968793,1.154473013193306,0.701648866704037,0.7485018946413058,12.774189785647295,0.7722872286249991
31,Atlantic,T90 10B,45.355,27.152,2162,3.31248,8.03843507877812,54.37648043414504,19.23832554579161,414.9195885714286,0.03369093064849595,Cibicidoides wuellerstorfi,223.9050869556137,Yu and Elderfield (2007),35.0,,217.02343964279999,6.635433428416776e-07,1.0254040556542274e-06,66.35433428416775,102.54040556542274,1.8194864890253197,1.1876170221846567,,0.5985543123900311,1.5237813669514075,1.512906091363828,0.701648866704037,0.7485018946413058,37.20014826099835,0.7722872286249991
32,Atlantic,T90 11B,45.0,24.66,3208,2.7872,7.96826977103843,29.852860202255258,-11.800285451932083,415.28091428571435,0.03168561641196822,Cibicidoides wuellerstorfi,199.26698085543057,Yu and Elderfield (2007),35.0,,322.0218290352,8.158612261032029e-07,1.2453341295535945e-06,81.58612261032029,124.53341295535944,1.3659061032332844,0.9052440210872399,,0.31181802030377836,1.2799116942935265,1.2443885585925447,0.701648866704037,0.7485018946413058,19.549460848166873,0.7722872286249991
33,Atlantic,T90 13B,44.0,20.017,4016,2.57709,7.920851333164139,11.762191572079502,-35.51261003718011,414.99446857142857,0.03074268021966674,Cibicidoides wuellerstorfi,190.01935230137684,Yu and Elderfield (2007),35.0,,403.1295715104,9.535872445171499e-07,1.441463819296484e-06,95.35872445171499,144.14638192964838,1.1233467796440093,0.7536350925928041,,0.11631242563402451,1.188378029361302,1.1563952633060481,0.701648866704037,0.7485018946413058,12.924479193575976,0.7722872286249991
34,Atlantic,T90 15B,47.6,20.922,4177,2.55332,7.921102555039386,9.992688451328604,-38.46215345979651,414.9172114285715,0.0312645911472631,Cibicidoides wuellerstorfi,195.3574940474876,Yu and Elderfield (2007),35.0,,419.2908914838,9.832341746767116e-07,1.4833753313077225e-06,98.32341746767116,148.33753313077224,1.101630808902815,0.7407119247029083,,0.09679163545482114,1.2412153243600326,1.2064001094828898,0.701648866704037,0.7485018946413058,16.748712717973646,0.7722872286249991
35,Atlantic,CD113A-SiteA,52.92,16.92,3600,2.51248,7.947205566973908,21.484281218064808,-22.909955077441182,414.9706971428572,0.031013411537823554,Cibicidoides wuellerstorfi,210.55866861369063,Yu and Elderfield (2007),35.0,,361.37112984,8.816342305492401e-07,1.3395816449864478e-06,88.16342305492401,133.95816449864475,1.243687012976805,0.828976791648463,,0.21808036537555428,1.3916775981403897,1.3609608974635377,0.701648866704037,0.7485018946413058,27.63880221937164,0.7722872286249991
36,Atlantic,CD113A-SiteC,57.91,12.52,1900,3.56951,8.03939091562473,57.27013467489337,23.64479941507409,415.22861714285716,0.0330313541661559,Cibicidoides wuellerstorfi,221.0256836077527,Yu and Elderfield (2007),35.0,,190.72365186,6.29475342839323e-07,9.75635698370863e-07,62.9475342839323,97.56356983708629,1.9098074344988583,1.242352749643711,,0.647002417341792,1.4952808341167168,1.4787509432430797,0.701648866704037,0.7485018946413058,35.13734975603627,0.7722872286249991
37,Atlantic,BOFS 5K,50.7,21.9,3547,2.51206,7.954463623620302,23.49889123204379,-20.533902092212827,414.98139428571426,0.031351004333770686,Cibicidoides wuellerstorfi,204.97852528422774,Yu and Elderfield (2007),35.0,,356.05094376180006,8.727447003781929e-07,1.3269372136177195e-06,87.27447003781928,132.69372136177194,1.2692527519429317,0.8452534009787106,,0.23842834300762658,1.3364449547867654,1.302048337279137,0.701648866704037,0.7485018946413058,23.641199269426792,0.7722872286249991
38,Atlantic,BOFS 8K,52.5,22.1,4045,2.52469,7.92724724583305,12.237648638904659,-35.27626259150537,414.9338514285714,0.031325097953096896,Cibicidoides wuellerstorfi,196.44155078412675,Yu and Elderfield (2007),35.0,,406.04061672299997,9.59336486674739e-07,1.4496983182603096e-06,95.93364866747389,144.96983182603097,1.127563673527345,0.7566648029650875,,0.12005926399513009,1.2519453926709567,1.2168161400134856,0.701648866704037,0.7485018946413058,17.5253286850609,0.7722872286249991
39,Atlantic,BOFS 11K,55.2,20.4,2004,3.42071,8.04105171942397,56.45266729979337,22.22228077378442,415.11926857142856,0.03338843141253994,Cibicidoides wuellerstorfi,224.01199036446957,Yu and Elderfield (2007),35.0,,201.1632622776,6.429316737885123e-07,9.953702416043167e-07,64.29316737885124,99.53702416043167,1.878050803861361,1.2232564310739993,,0.6302344325295204,1.5248395042618683,1.5141892441180596,0.701648866704037,0.7485018946413058,37.276733638356845,0.7722872286249991
40,Atlantic,BOFS 30K,19.75,20.73,3500,2.47978,7.939998936359079,21.091728091818638,-22.637752664461004,414.90413714285717,0.030040961525902805,Cibicidoides wuellerstorfi,207.55783142727878,Yu and Elderfield (2007),35.0,,351.3330429,8.651707550550204e-07,1.3162139822646375e-06,86.51707550550204,131.62139822646375,1.243786882168449,0.8280085687472247,,0.2181606630557773,1.361975104800432,1.3289556289933784,0.701648866704037,0.7485018946413058,25.4890087677653,0.7722872286249991
41,Atlantic,M12310-3,23.3,18.43,3069,2.74688,7.955964359082402,29.12162328968617,-11.654124012031033,415.22861714285716,0.030033053091790777,Cibicidoides wuellerstorfi,223.05197580405286,Yu and Elderfield (2007),35.0,,308.0688881886,7.945493416357693e-07,1.2149120379202009e-06,79.45493416357692,121.49120379202009,1.3665174931708126,0.9040743391432549,,0.3122655277462818,1.5153372139622951,1.5027051547160093,0.701648866704037,0.7485018946413058,36.588981225538205,0.7722872286249991
42,Atlantic,PC174BX,-27.0155,3.8595,2670,2.43077,7.959750907863621,30.984996586861485,-7.413338970186928,414.3621485714286,0.028755488532527983,Cibicidoides wuellerstorfi,213.03572025362166,Yu and Elderfield (2007),35.0,,268.016921298,7.369189295645278e-07,1.13261672441059e-06,73.69189295645278,113.26167244105899,1.420466829440406,0.9345467993681198,,0.35098557071274733,1.4161956260330513,1.3879596699933714,0.701648866704037,0.7485018946413058,29.413356806647286,0.7722872286249991
43,Atlantic,ODP1088,-41.08,-13.34,2082,2.63249,7.895337130222214,23.202356850063765,-11.66799693402288,413.25915428571426,0.0233442377281704,Cibicidoides wuellerstorfi,220.0956677095347,Yu and Elderfield (2007),35.0,,208.99297009080001,6.555325275227491e-07,1.01464491046399e-06,65.5532527522749,101.464491046399,1.3539466902999497,0.8850041348092192,,0.3030238017060856,1.4860754726436052,1.4678847958967642,0.701648866704037,0.7485018946413058,34.471088321749804,0.7722872286249991
44,Atlantic,M35014-1,17.842,63.737,1604,4.12187,8.008562522682865,54.861908498616344,22.92523006498574,415.7301942857143,0.030127304720772463,Cibicidoides wuellerstorfi,239.3381192461945,Yu and Elderfield (2007),35.0,,161.0109145176,5.925048873032043e-07,9.211406403703051e-07,59.250488730320434,92.11406403703052,1.9259317462902494,1.2488787168891997,,0.6554098746847766,1.6765385844712424,1.7098766861636079,0.701648866704037,0.7485018946413058,48.25634014869995,0.7722872286249991
45,Atlantic,M35020-1,17.93,65.67,2004,4.00389,7.993926434639922,49.04920912020098,14.972040222404004,415.83597714285713,0.03043761700746375,Cibicidoides wuellerstorfi,225.8848721776892,Yu and Elderfield (2007),35.0,,201.1632622776,6.410481260935684e-07,9.918805079697097e-07,64.10481260935683,99.18805079697097,1.765140823655441,1.150946007125903,,0.5682304739760856,1.5433774175600568,1.5368466633967526,0.701648866704037,0.7485018946413058,38.61846223193858,0.7722872286249991
46,Atlantic,M35004-1,14.41,61.662,2885,3.36001,7.961235831962368,33.63226711836144,-5.7445699562008485,415.41284571428577,0.030542705790546007,Cibicidoides wuellerstorfi,224.89846319380712,Yu and Elderfield (2007),35.0,,289.59880821900003,7.633186880659149e-07,1.169158540130029e-06,76.33186880659149,116.9158540130029,1.440605839267192,0.9508657743237974,,0.3650637468226728,1.5336138734374698,1.5248715192029618,0.701648866704037,0.7485018946413058,37.91180090963907,0.7722872286249991
47,Atlantic,M35026-2,17.508,67.043,3815,2.632,7.907845019862985,10.321006491618945,-35.498684833962926,415.00041142857145,0.029580155928480442,Cibicidoides wuellerstorfi,207.9767030939355,Yu and Elderfield (2007),35.0,,382.953016761,9.174670524398075e-07,1.3902247375182943e-06,91.74670524398074,139.0224737518294,1.1124945736653151,0.7446550627682541,,0.10660485744215155,1.3661211254327759,1.3333774759947523,0.701648866704037,0.7485018946413058,25.789087549153223,0.7722872286249991
48,Atlantic,M35024-6,17.043,66.002,4710,4.35141,7.87920277396347,3.088858428623226,-48.065764994947855,415.75872000000004,0.03195290328909721,Cibicidoides wuellerstorfi,175.01414346470028,Yu and Elderfield (2007),35.0,,472.793894874,1.0637396629047775e-06,1.591956989859926e-06,106.37396629047775,159.19569898599258,1.029037729214575,0.6980712085746921,,0.02862412208311174,1.0398554378810965,1.0266607266757766,0.701648866704037,0.7485018946413058,2.1747791288268417,0.7722872286249991
49,Atlantic,GeoB4413-1,6.087,44.193,4291,1.95114,7.918812691123295,5.066370786241109,-44.60953203498683,414.22070857142853,0.030963880610475284,Cibicidoides wuellerstorfi,188.12712153145188,Yu and Elderfield (2007),35.0,,430.7343105954,1.0110428348410765e-06,1.5238764599588182e-06,101.10428348410765,152.38764599588183,1.0501103475703626,0.7072628050426583,,0.048895251571712366,1.1696485987557839,1.1391719501534812,0.701648866704037,0.7485018946413058,11.568889048088337,0.7722872286249991
50,Atlantic,GeoB1503-2,2.31,30.648,2298,3.14431,7.9897638284940555,42.64244945357845,6.680765822340149,415.39264000000003,0.03035746835532924,Cibicidoides wuellerstorfi,219.86898189992195,Yu and Elderfield (2007),35.0,,230.6752378812,6.820960172621194e-07,1.052487323167469e-06,68.20960172621193,105.2487323167469,1.6251678411016377,1.0634759742495932,,0.4856110972797603,1.4838317208730083,1.4652483629466908,0.701648866704037,0.7485018946413058,34.30869108431078,0.7722872286249991
51,Atlantic,GeoB1504-1,2.288,31.287,2980,2.70222,7.981088936521063,34.46221850636127,-5.765878691754168,415.0752914285714,0.03157662311477823,Cibicidoides wuellerstorfi,221.77303343793457,Yu and Elderfield (2007),35.0,,299.134990812,7.812586909589675e-07,1.195938441984683e-06,78.12586909589675,119.5938441984683,1.4411114897686463,0.9517878304657088,,0.36541468374597813,1.5026781542559466,1.4875411139963106,0.701648866704037,0.7485018946413058,35.672749603205304,0.7722872286249991
52,Atlantic,GeoB1523-2,3.815,41.622,3291,2.53781,7.967128417181472,27.93497936155019,-14.370937588462638,414.9564342857143,0.03157410019753072,Cibicidoides wuellerstorfi,217.8204894967904,Yu and Elderfield (2007),35.0,,330.3534411954,8.307012711998251e-07,1.266958355910664e-06,83.07012711998252,126.69583559106641,1.3362818901336486,0.8865713500256833,,0.2898910484670295,1.4635556018497957,1.4416374104777445,0.701648866704037,0.7485018946413058,32.84115543330692,0.7722872286249991
53,Atlantic,GeoB4415-2,5.853,44.978,3584,2.41487,7.9571996764065345,22.440548941154702,-21.892828240904365,414.80310857142854,0.031810684443756614,Cibicidoides wuellerstorfi,207.82097546642322,Yu and Elderfield (2007),35.0,,359.7650359296,8.797178091386242e-07,1.3370354558611052e-06,87.97178091386242,133.70354558611052,1.2550880374142632,0.8362584317047561,,0.227205719457472,1.364579722640257,1.3317318112379672,0.701648866704037,0.7485018946413058,25.67752460419372,0.7722872286249991
54,Atlantic,GeoB4406-2,5.09,43.762,3709,2.33521,7.938027641464317,16.3093798833428,-28.92833419718042,414.7959771428571,0.03097226591281471,Cibicidoides wuellerstorfi,204.772476519733,Yu and Elderfield (2007),35.0,,372.31264460460005,9.016639308060433e-07,1.3683751556973987e-06,90.16639308060432,136.83751556973988,1.18088091722559,0.7885935441261577,,0.16626069997686804,1.334405469911403,1.2999224850439017,0.701648866704037,0.7485018946413058,23.493586367724518,0.7722872286249991
55,Atlantic,GeoB4416-2,5.675,45.088,3903,2.24967,7.956783943437422,18.553682462843753,-28.098773599003465,414.71040000000005,0.03272232726019767,Cibicidoides wuellerstorfi,211.3676660049601,Yu and Elderfield (2007),35.0,,391.78653326819995,9.364121459315112e-07,1.4178226296299588e-06,93.64121459315112,141.78226296299587,1.1981358586969968,0.8018174275696457,,0.1807668978519215,1.3996851100890657,1.3697203582849111,0.701648866704037,0.7485018946413058,28.218366249700566,0.7722872286249991
