,foram_database_idx,core,sample_id,sample_mix_id,s_id_species,agilent_id,run_name,run_order,time,sample_name,rank,sum_sq_resid
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201824,Carbonates_TE_20smps_JB_20230420.b,40,2023-04-20 18:24:29,19,1,0.15126411450323707
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201830,Carbonates_TE_20smps_JB_20230420.b,41,2023-04-20 18:30:02,20,2,0.2683295899492349
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304261447,Carbonates_TE_24smps_JB_20230426.b,15,2023-04-26 14:47:47,26,3,0.2796393717714472
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201611,Carbonates_TE_20smps_JB_20230420.b,16,2023-04-20 16:11:47,6,4,0.5544594037020786
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201644,Carbonates_TE_20smps_JB_20230420.b,22,2023-04-20 16:44:56,9,5,0.5853657412009539
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201802,Carbonates_TE_20smps_JB_20230420.b,36,2023-04-20 18:02:23,18,6,0.5938523358058475
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201600,Carbonates_TE_20smps_JB_20230420.b,14,2023-04-20 16:00:44,4,7,0.645304865300917
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201756,Carbonates_TE_20smps_JB_20230420.b,35,2023-04-20 17:56:51,17,8,0.6729739330703386
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304261431,Carbonates_TE_24smps_JB_20230426.b,12,2023-04-26 14:31:13,24,9,0.737424525210843
1916,,1209,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112,1209_A_3_H_6_110-112_Cibicidoides wuellerstorfi,STG202304201701,Carbonates_TE_20smps_JB_20230420.b,25,2023-04-20 17:01:32,11,10,0.7420759421765221
1917,,1209,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110_Cibicidoides wuellerstorfi,STG202304201611,Carbonates_TE_20smps_JB_20230420.b,16,2023-04-20 16:11:47,6,1,0.4348647439102399
1917,,1209,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110_Cibicidoides wuellerstorfi,STG202304201756,Carbonates_TE_20smps_JB_20230420.b,35,2023-04-20 17:56:51,17,2,0.43495598577590444
1917,,1209,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110_Cibicidoides wuellerstorfi,STG202304201633,Carbonates_TE_20smps_JB_20230420.b,20,2023-04-20 16:33:53,7,3,0.9116058430078483
1917,,1209,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110_Cibicidoides wuellerstorfi,STG202304201639,Carbonates_TE_20smps_JB_20230420.b,21,2023-04-20 16:39:24,8,4,1.0004009997190768
1917,,1209,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110_Cibicidoides wuellerstorfi,STG202304201655,Carbonates_TE_20smps_JB_20230420.b,24,2023-04-20 16:55:59,10,5,1.003618324195434
1917,,1209,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110,1209_A_4_H_5_108-110_Cibicidoides wuellerstorfi,STG202304201802,Carbonates_TE_20smps_JB_20230420.b,36,2023-04-20 18:02:23,18,6,1.0960456069687379
