Core,Location,Lat,Lon,Paleodepth,Age,d13C,d18O
1262,SAtl,-27.186,1.577,4770,53.6806885977338,-0.3595,-1.04189992920181
1262,SAtl,-27.186,1.577,4770,53.683792283664,-0.2105,-0.992104573444383
1262,SAtl,-27.186,1.577,4770,53.6899996555243,0.0655,-0.686746140178474
1262,SAtl,-27.186,1.577,4770,53.6931033414545,0.2665,-0.508286479771068
1262,SAtl,-27.186,1.577,4770,53.6962070273846,0.1385,-0.724543140314038
1262,SAtl,-27.186,1.577,4770,53.6993107133148,0.4035,-0.559296747133202
1262,SAtl,-27.186,1.577,4770,53.7024143992449,0.4335,-0.501875596925033
1262,SAtl,-27.186,1.577,4770,53.7055180851751,0.4455,-0.454453740093641
1262,SAtl,-27.186,1.577,4770,53.7086217711053,0.4315,-0.456399277259968
1262,SAtl,-27.186,1.577,4770,53.7117254570354,0.3455,-0.549155872214643
1262,SAtl,-27.186,1.577,4770,53.7148291429656,0.0975,-0.585607040269675
1262,SAtl,-27.186,1.577,4770,53.7179328288958,0.2995,-0.458553660060112
1262,SAtl,-27.186,1.577,4770,53.7210365148259,0.3205,-0.546831748045437
1262,SAtl,-27.186,1.577,4770,53.7241402007561,0.2805,-0.460417758749799
1262,SAtl,-27.186,1.577,4770,53.7272438866862,0.3265,-0.54996642564104
1262,SAtl,-27.186,1.577,4770,53.7303475726164,0.2715,-0.48519070444579
1262,SAtl,-27.186,1.577,4770,53.7334512585466,0.3584,-0.50262217610767
1262,SAtl,-27.186,1.577,4770,53.7365549444767,0.4444,-0.473886819410099
1262,SAtl,-27.186,1.577,4770,53.7396586304069,0.3864,-0.440197090868119
1262,SAtl,-27.186,1.577,4770,53.742762316337,0.3354,-0.451096708925818
1262,SAtl,-27.186,1.577,4770,53.7458660022672,0.3944,-0.526403160960833
1262,SAtl,-27.186,1.577,4770,53.7489696881974,0.0674000000000001,-0.650262457071054
1262,SAtl,-27.186,1.577,4770,53.7520733741275,0.1834,-0.590809994938148
1262,SAtl,-27.186,1.577,4770,53.7551770600577,0.3704,-0.49667692989438
1262,SAtl,-27.186,1.577,4770,53.7582807459879,0.3264,-0.509558296689843
1262,SAtl,-27.186,1.577,4770,53.761384431918,0.2554,-0.551175020182877
1262,SAtl,-27.186,1.577,4770,53.7644881178482,0.1834,-0.574956005036039
1262,SAtl,-27.186,1.577,4770,53.7675918037783,0.1134,-0.638371964644473
1262,SAtl,-27.186,1.577,4770,53.7706954897085,0.1364,-0.61459097979131
1262,SAtl,-27.186,1.577,4770,53.7737991756387,0.1404,-0.696833552408497
1262,SAtl,-27.186,1.577,4770,53.7769028615688,0.2584,-0.548202397076232
1262,SAtl,-27.186,1.577,4770,53.780006547499,0.4564,-0.451096708925818
1262,SAtl,-27.186,1.577,4770,53.7831102334291,0.4034,-0.505594799214316
1262,SAtl,-27.186,1.577,4770,53.7862139193593,0.4314,-0.467941573196808
1262,SAtl,-27.186,1.577,4770,53.7893176052895,0.3194,-0.478841191254508
1262,SAtl,-27.186,1.577,4770,53.7924212912196,0.3825,-0.516006333078265
1262,SAtl,-27.186,1.577,4770,53.7955249771498,0.4065,-0.497053220168417
1262,SAtl,-27.186,1.577,4770,53.79862866308,0.3965,-0.417250639495374
1262,SAtl,-27.186,1.577,4770,53.8017323490101,0.2315,-0.432213623371569
1262,SAtl,-27.186,1.577,4770,53.8048360349403,0.3595,-0.506031010494134
1262,SAtl,-27.186,1.577,4770,53.8079397208704,0.3315,-0.4421889459557
1262,SAtl,-27.186,1.577,4770,53.8110434068006,0.3445,-0.502040881460482
1262,SAtl,-27.186,1.577,4770,53.8141470927308,0.3755,-0.407275316911243
1262,SAtl,-27.186,1.577,4770,53.8172507786609,0.3115,-0.491068026617939
1262,SAtl,-27.186,1.577,4770,53.8203544645911,0.4055,-0.359393768507417
1262,SAtl,-27.186,1.577,4770,53.8234581505212,0.3165,-0.500045816943656
1262,SAtl,-27.186,1.577,4770,53.8265618364514,0.3775,-0.371364155608374
1262,SAtl,-27.186,1.577,4770,53.8296655223816,0.2965,-0.492065558876352
1262,SAtl,-27.186,1.577,4770,53.8327692083117,0.2145,-0.540944639538591
1262,SAtl,-27.186,1.577,4770,53.8358728942419,0.2395,-0.534959445988113
1262,SAtl,-27.186,1.577,4770,53.838976580172,0.2205,-0.541942171797004
1262,SAtl,-27.186,1.577,4770,53.8420802661022,0.2405,-0.480095171775395
1262,SAtl,-27.186,1.577,4770,53.8451839520324,0.1995,-0.595808913751308
1262,SAtl,-27.186,1.577,4770,53.8482876379625,0.2675,-0.408272849169656
1262,SAtl,-27.186,1.577,4770,53.8513913238927,0.0484999999999997,-0.630722542795765
